Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Col Charlestn,20.2,0.337,23.8,0.333,55.2,0.563,55.5,0.537,14.8,16.5,18.5,14.7,0.761,10.4,12.7,67.6,7.1,7.3,22.4,22.2,0.719,0.6,-0.8
Colgate,23.4,0.395,23.7,0.339,56.7,0.535,57.9,0.505,15.5,16.7,16.1,16.4,0.744,13.2,12.1,69.7,8.1,7.8,24,20.4,0.677,0.75,-1.9
Colorado,19.8,0.323,21.6,0.318,56.6,0.523,57.4,0.488,17.1,19.8,21,17.9,0.753,13.3,12.1,71.4,8.3,6.9,26,21.3,0.639,0.6,4.2
Colorado St,22.3,0.352,24.4,0.35,56.5,0.555,59.3,0.535,16.5,17.6,18,17.5,0.691,11.8,11.2,70.3,6.7,8.5,24.2,23.5,0.355,0.143,0.6
Columbia,22.3,0.354,23.3,0.358,60.8,0.505,57,0.511,19.2,15.7,13.6,21.8,0.692,12.9,13.5,72.9,7.2,8,24.3,25.9,0.308,0.4,-1.8
Connecticut,22.2,0.344,18.8,0.335,59.4,0.507,55.8,0.492,19.5,18.4,19.4,21.8,0.68,12.9,14.1,72,9.6,8,21.8,22,0.485,0.2,4.3
Coppin State,25.5,0.285,24.6,0.366,55.4,0.477,61.3,0.471,18.8,18.5,20.9,20.6,0.665,16.8,12.1,73.8,8.2,9.5,25.4,26,0.242,0.5,-8.6
Cornell,22.9,0.329,20.9,0.337,54.2,0.523,60.4,0.506,15.9,17.4,18.3,16.2,0.718,13.3,12.2,71.4,4.8,8.8,23.9,25.6,0.448,0.667,-1.6
Creighton,27.2,0.378,23.1,0.35,58.2,0.558,59.1,0.529,16.9,17.8,16.9,16.5,0.681,13.2,13.6,72.5,6.9,8,24.2,24,0.559,0.333,8
CS Bakersfld,19.9,0.31,20.7,0.36,61.5,0.467,50.8,0.495,22.1,18.2,17.9,26.7,0.676,12.9,13.7,70.2,12.4,7.4,20.9,21.8,0.484,0.636,-3.1
CS Fullerton,17.1,0.308,19.1,0.32,55.6,0.503,59.4,0.485,19.2,19,21.4,21.2,0.711,13.6,11.9,72.7,7,8.3,25.3,24.5,0.438,0.8,-1
Dartmouth,22.9,0.358,19.4,0.331,57.3,0.506,57.5,0.546,16,15.1,14.2,16,0.716,11.9,10.9,69.6,6.4,6.3,23.7,24.4,0.321,0.083,-2.5
Davidson,25.6,0.356,24.5,0.33,55.2,0.528,55.9,0.473,16.1,16.7,15.6,16.8,0.752,11.1,11,67.3,6.5,7.6,25.2,23.6,0.697,0.546,2.4
Dayton,18.7,0.332,23.8,0.321,54.2,0.595,58.8,0.477,14,16.3,17.4,14,0.69,12.5,11.2,68,6.8,8.8,25.2,20.8,0.636,0.5,3.7
Delaware,22.4,0.378,22.2,0.384,54.5,0.509,58,0.499,16,16.8,17,16.6,0.729,11.4,9.8,67.1,6.6,8.9,22.8,23.2,0.484,0.667,-3.5
Delaware St,25.1,0.29,23.1,0.347,62.7,0.377,58.6,0.526,19.2,16.2,16,23,0.683,13.7,13.6,73.7,9.6,10,21.8,29.5,0.138,0.5,-12.4
Denver,20.8,0.362,25.2,0.418,57.1,0.478,58,0.517,16.9,16,15,16.4,0.763,13.6,10.9,70,8.1,6.5,24.4,24,0.241,0.5,-3.6
DePaul,19.5,0.343,25.6,0.373,59.5,0.533,59.2,0.512,17.5,19.2,21.5,18.3,0.727,13.6,12.8,73.6,9.4,7.3,24.9,21.9,0.528,0.556,4.3
Detroit,26.6,0.356,24.6,0.345,60.5,0.467,59.9,0.562,17,17.6,18.7,19.6,0.718,11.5,13.9,71.8,9.5,10.9,20.2,24.5,0.355,0.4,-1
Drake,22.3,0.357,21.8,0.3,56.3,0.532,60,0.508,16.8,17.5,18.4,17.6,0.759,13.5,11.8,72.3,6.3,7.9,25.3,23.3,0.688,0.571,0.1
Drexel,20.6,0.347,20.4,0.382,59.2,0.509,59.5,0.547,17,16.5,18.1,18,0.753,11.6,10.2,71,8,7.7,23.1,22.6,0.387,0.4,-2.4
Duke,23.8,0.308,22.2,0.299,63.6,0.58,63.6,0.45,15.7,17.3,21.1,15.2,0.686,12.8,14.2,74.9,11.8,9.9,26.9,22.1,0.842,0.636,14.4
Duquesne,26.3,0.322,20.6,0.338,59.2,0.511,59.5,0.495,18.1,18.3,20.7,19,0.694,14.1,15.3,72.8,10.3,11.2,22.4,23.9,0.594,0.667,-0.4
E Carolina,17.6,0.284,21,0.329,57.8,0.477,56.5,0.52,20.1,17.7,20.6,23.6,0.682,13.4,13.8,72.4,8.7,9,21.8,25.3,0.323,0.556,-0.9
E Illinois,23.2,0.362,24.3,0.39,59.8,0.467,59.7,0.503,17.8,16.9,17.2,19.8,0.69,13.3,13,72,9.6,9.7,23.7,25,0.419,0.8,-5.3
E Kentucky,26.3,0.32,21.5,0.34,67,0.477,62.5,0.544,21.3,19.4,21.9,24.8,0.71,14.7,17.4,81.9,10.1,9.9,23.2,29,0.379,0.539,-3.3
E Michigan,19.4,0.299,23.2,0.342,55.5,0.505,56.4,0.504,17.1,17.9,18.8,18,0.619,13.7,13.3,67.5,10.6,10.8,21.4,21.5,0.393,0.429,0.5
E Tenn St,22.5,0.359,22.8,0.39,60.4,0.55,56,0.485,17.7,17.1,18.1,17.1,0.661,14.1,14.4,71.6,11.2,7.2,24.5,20.2,0.688,0.714,-0.2
E Washingtn,25.9,0.348,22.6,0.374,59.7,0.489,57.2,0.501,18.7,16.9,16.1,19.9,0.725,12,11.7,71.6,7.4,7.1,25.3,26.1,0.455,0.556,-2.6
Elon,28.6,0.346,24.1,0.378,57.3,0.522,60,0.515,17,16.1,13.9,17.6,0.693,12.7,10.5,70.2,6.5,8.5,23,25.9,0.3,0.429,-4
Evansville,24.1,0.342,18.2,0.348,55,0.479,58.3,0.49,19.3,18.8,20.6,21.9,0.724,13.1,12.2,72.4,5.8,8.2,25.5,27.3,0.3,0.333,-0.3
*F Dickinson,19.4,0.401,22.6,0.353,55.1,0.51,58.7,0.513,16.5,17.8,19.7,17.2,0.735,13.6,13.9,70.7,7.7,9.8,21.4,20.9,0.576,0.571,-5.7
Fairfield,23.9,0.35,18.7,0.366,56.6,0.495,52.4,0.512,19.7,15.9,13.5,21,0.693,14.1,14.5,69.4,7.5,7.9,21.2,23.9,0.29,0.267,-4.7
Fla Atlantic,26.8,0.326,23.6,0.316,58.8,0.47,58.3,0.487,17.7,16.9,16.8,18.3,0.762,14.6,12.8,72,9.2,8,25.9,24.3,0.467,0.308,-2
Fla Gulf Cst,22.5,0.369,24.9,0.368,55.5,0.508,60,0.498,16.1,16.7,17.7,16.4,0.675,14.9,13.5,72,7.2,9,23,22.8,0.4,0.4,-2.7
Florida,24.2,0.334,20.3,0.316,56,0.495,53.2,0.485,17,17.1,16.8,17.9,0.721,11.7,14.6,66.9,8.9,9.2,21.3,21.8,0.556,0.364,10.8
Florida A&M,15.4,0.364,19.9,0.302,52.6,0.469,53.4,0.504,19.1,16.9,16.4,21.6,0.602,16.7,14.7,69.3,7.6,9.2,20.4,22,0.345,0.5,-8.1
Florida Intl,26.4,0.294,22.2,0.348,64.3,0.522,62.3,0.537,19.4,20.4,24.4,22,0.648,14,18.5,80.7,8.9,10.8,22.3,28.8,0.533,0.75,-2.7
Florida St,22.1,0.332,21.7,0.335,58.7,0.509,55.9,0.453,19.1,18.4,21,19.9,0.744,13.3,14.3,72,10.2,7.4,24.7,21.7,0.784,0.714,11
Fordham,25.4,0.33,20,0.329,58.4,0.447,53.9,0.496,17.5,14.9,14.3,19.9,0.689,10.9,12.7,68.2,8,7.9,22.6,26.2,0.355,0.25,-3
Fresno St,27.9,0.382,22.8,0.307,58.2,0.519,55.6,0.503,18.5,17.9,17.6,19.5,0.717,12.6,13.6,70.9,8.3,7.5,25,24,0.71,0.556,2.2
Furman,27.7,0.36,23.2,0.312,59,0.567,59.6,0.486,15.1,15.8,14.7,14.4,0.723,12.8,13.9,70.7,8.1,9.4,23.6,22.6,0.733,0.5,0.1
GA Southern,18.8,0.324,23.5,0.34,60.3,0.568,61.2,0.517,18.2,19.4,21.1,19.2,0.703,13.9,15,76,8.1,9.4,24.3,23.1,0.613,0.455,0.7
GA Tech,17.9,0.307,21.8,0.297,53.6,0.507,57.7,0.463,17.5,17.3,18.4,20.1,0.689,14.3,12.8,70.2,6.7,9.7,23.5,22.9,0.438,0.667,6.5
Gard-Webb,20.6,0.377,27.3,0.337,54.9,0.536,60.7,0.504,16.2,17.4,21,16.8,0.716,11.9,12.7,71.4,5.8,9.6,23.5,23.1,0.625,0.75,-3.4
Geo Mason,19.3,0.33,22.4,0.32,56.2,0.505,57.4,0.516,17.1,17.4,19.2,17.6,0.716,13,12.5,70.3,8,7.8,24,22.8,0.546,0.539,0.7
Geo Wshgtn,19.1,0.311,23.4,0.356,55.8,0.453,58.3,0.498,15.9,17.2,18.2,17.6,0.685,12.5,11.7,69.7,7.2,8.9,24.1,25.9,0.273,0.571,-0.2
Georgetown,22.9,0.355,26,0.339,61.1,0.496,64,0.496,17.6,19.4,23.4,19.4,0.737,13.4,12.2,76.6,9.1,8.8,26.8,25,0.576,0.25,5.6
Georgia,20.4,0.322,22.4,0.332,55,0.511,62.6,0.478,17.7,18.8,22.7,18.8,0.705,15.8,10.9,72.4,9.4,9.9,25.1,21.5,0.344,0,6.9
Georgia St,25,0.381,27.4,0.328,57.5,0.512,60,0.512,17.2,17.5,20.4,18.6,0.659,11.6,14.9,72.5,7,10.5,22.8,25.2,0.697,0.818,1.4
Gonzaga,21.4,0.363,21.3,0.304,60.5,0.614,61,0.434,16.3,18.5,21.4,15.8,0.761,10.6,13.5,73.2,8.7,8.2,27.5,20.3,0.892,0.667,10
Grambling St,16.2,0.402,20.5,0.306,53.2,0.455,58.1,0.447,20.6,18.9,22.9,24.6,0.693,15.7,12.8,72.7,7.4,9.6,26.2,23,0.452,0.3,-8.5
Grd Canyon,22.9,0.331,20.2,0.351,58.7,0.524,57.2,0.484,17.6,19.5,19.7,17.1,0.73,12.1,13.5,71.4,8.8,7.4,24.5,23.2,0.576,0.444,0.7
Hampton,24.2,0.341,24.5,0.342,63.5,0.475,61.3,0.505,18.9,18.9,22.1,22,0.796,10.8,12,75.8,8.5,8.4,26,25.5,0.469,0.111,-3.9
Hartford,25.6,0.382,23,0.344,56.1,0.515,58,0.532,16.6,17.7,18.6,17.3,0.742,12.3,13.3,70.2,7,9.2,21.2,23.6,0.531,0.546,-3.2
Harvard,23.3,0.361,21.7,0.342,55.2,0.527,56.5,0.496,17.8,17.4,17.5,19.1,0.721,15.8,12.2,71.1,8.4,6.5,25.3,21.9,0.6,0.636,2.2
Hawaii,24.2,0.35,19.2,0.345,56.4,0.522,55.7,0.503,18.1,18.2,17.6,18.3,0.698,11.9,11.8,69,7.8,7.3,23.6,23.4,0.552,0.25,-3
High Point,18.3,0.303,26.4,0.326,54.6,0.51,55.9,0.515,16.1,16.4,18.4,16.2,0.69,13.3,10.6,66.7,9.9,7.5,24.2,20.1,0.483,0.615,-4
Hofstra,22.6,0.387,22.3,0.353,58.1,0.545,60.4,0.515,15,19.2,21.9,15.1,0.806,9.7,12.8,70.8,7.6,9.4,23.3,21.8,0.765,0.7,-0.9
Holy Cross,20.3,0.354,23.7,0.373,55.6,0.525,54.7,0.522,14.6,14.3,12.8,14.7,0.667,10.6,14.5,67,5.7,8.8,19.8,24.5,0.485,0.615,-2.5
Houston,25.4,0.355,22.6,0.278,59.5,0.513,55,0.431,19.1,17.3,18.8,20.5,0.703,11.1,12.2,69,10.7,7.9,26.1,21.4,0.892,0.571,6.6
Houston Bap,19.8,0.334,20.3,0.39,62,0.493,60.1,0.543,19.9,22.2,26.3,21.6,0.671,14.8,15.3,77.5,10.9,9.1,22,24.3,0.357,0.455,-5.4
Howard,19,0.368,23.7,0.355,62.7,0.455,60.5,0.508,19,19.4,21.2,22.9,0.73,12.5,14.7,75.6,9.7,10.4,22,25.6,0.452,0.727,-8.5
Idaho,21.1,0.376,26.2,0.343,54.5,0.465,60.1,0.554,18.6,16.1,15.4,19.9,0.726,13.4,9,68.7,6.6,9.8,22.4,23.3,0.103,0.286,-7.1
Idaho State,24.5,0.362,22,0.396,57.3,0.504,59.3,0.542,16.8,16,16.5,18.1,0.734,12.1,10.3,69.9,7.5,8.3,20.9,24.1,0.321,1,-4.8
IL-Chicago,26.8,0.349,22.4,0.338,58.8,0.541,59.3,0.468,21.6,17.1,16.3,24.9,0.694,14.5,12.7,74.1,7,9.8,24.6,24.1,0.467,0.546,-2.4
Illinois,22.8,0.345,19.7,0.33,60.6,0.482,55.5,0.536,21.1,18.5,17.9,23.5,0.702,13.2,15.6,73.5,8.8,8.8,21,24.5,0.364,0.625,9.3
Illinois St,22.1,0.327,22.6,0.34,57.3,0.491,55.9,0.515,17.5,15.7,16.4,18.3,0.722,12.6,12.4,69.6,7.8,7.5,23.3,24.9,0.5,0.7,0.5
Incar Word,17.1,0.351,21,0.376,49.6,0.514,53.7,0.612,19.7,17,17.3,21,0.805,16.3,13.4,69,5.3,7.9,17.8,20.8,0.074,0.2,-9
Indiana,19.3,0.312,22.4,0.331,57.4,0.531,58.8,0.473,17,18.4,19.9,17.2,0.655,12.4,12.5,71,8.2,8.5,25.1,23.4,0.543,0.571,9.6
Indiana St,15.9,0.356,20.1,0.337,55.6,0.467,55.1,0.521,19.2,18.4,19.9,21,0.733,13,13.5,71.2,6.4,7.8,22.6,24.8,0.448,0.833,0.2
Iona,25.6,0.351,26,0.366,57.5,0.532,61.2,0.503,17.2,18.7,21.2,17.5,0.745,12.3,13.2,72.9,7.2,9.6,23.6,24.3,0.515,0.429,-2.7
Iowa,22.3,0.364,24.7,0.324,57.3,0.514,60.1,0.535,16.1,20.6,24.3,17.3,0.739,12.2,13.1,72.1,8.9,9.3,23.9,22.5,0.657,0.625,9.7
Iowa State,23.2,0.363,23.5,0.336,58.5,0.55,59.9,0.471,14.8,16.2,17.6,14.1,0.732,10.8,12.6,69.8,8.1,9.2,24.3,22.5,0.657,0.364,10.4
IPFW,28.1,0.372,24.9,0.38,61.4,0.558,63.6,0.52,15.3,15,16.5,15.9,0.699,12.3,12.6,74.8,7.1,8.6,24.5,25,0.5,0.625,-3
IUPUI,21,0.33,22.5,0.37,59.3,0.505,57.3,0.507,17.7,18.7,20.9,19,0.7,13.9,14,72.6,10.4,7.7,23,22,0.452,0.222,-2.9
Jackson St,17.3,0.278,18.8,0.355,55,0.46,51.4,0.468,20.2,17.2,18.9,22.6,0.64,13.7,13.9,68.5,8.9,7.8,22.4,23.8,0.367,0.5,-9.3
Jacksonville,19.7,0.311,21.1,0.37,60.2,0.51,60.6,0.504,16.4,17.1,18.4,17.5,0.672,14.5,13.3,74.3,9,8,24.1,25,0.333,0.25,-5.1
James Mad,20.4,0.366,20.2,0.357,55.8,0.475,56.7,0.526,18.7,16.9,18.6,19.3,0.723,12.6,11,68.3,8.8,8.5,22.2,22.5,0.387,0.546,-3.4
Jksnville St,18.8,0.31,24,0.333,61.7,0.523,58,0.477,17,18.1,18.6,17.5,0.747,13.5,14.7,73.5,10.3,7.7,25.1,22.8,0.71,0.5,-2.4
Kansas,20.6,0.35,25.6,0.335,59.1,0.526,61.1,0.461,16.9,17.2,19.2,17,0.705,13.1,12.6,72.2,9.3,9.4,26.2,23.1,0.722,0.8,12.2
Kansas St,21.2,0.334,21.8,0.314,55.2,0.489,50.8,0.49,16.2,16.5,16.9,15.6,0.667,11.3,14.8,66.2,8.1,7.1,22.6,22.4,0.735,0.667,9.8
Kennesaw St,13.7,0.314,22.6,0.359,60.7,0.391,61,0.537,16.4,16.2,18.3,16.9,0.694,13.5,12.1,72.3,9.7,9.5,22.5,27.3,0.133,0.5,-5.6
Kent State,24,0.336,21.3,0.347,61.2,0.491,57,0.532,18.7,17,19.5,20.5,0.726,11.4,13.3,71.3,10.6,8.6,21.5,23,0.645,0.909,-0.1
Kentucky,16.4,0.354,22.3,0.343,55.4,0.529,57.7,0.436,16.2,19.6,23.2,15.5,0.739,12.6,12.1,68.9,10.3,8,25.9,19.1,0.811,0.556,11.9
LA Lafayette,25.2,0.342,21.5,0.366,62.4,0.505,60.2,0.523,19.5,19.5,21.9,22.2,0.744,13,14.9,75.8,9.9,9.9,21.8,25.6,0.567,0.727,-1.3
LA Monroe,25.6,0.397,23.7,0.354,57.9,0.496,60.2,0.527,15.8,17.9,20.7,17.1,0.787,11.4,12.2,71.3,7.9,9.1,22.5,23,0.529,0.375,-1
La Salle,25.3,0.331,18.2,0.342,58,0.453,54.8,0.512,20.3,16.2,16.5,22.6,0.77,14,13.8,71.2,8.7,8,21.8,24.3,0.323,0.333,0.6
LA Tech,22.9,0.337,22.4,0.33,57.8,0.493,57,0.491,16.4,18.6,20.8,17.2,0.66,11.6,13.2,69.9,9.5,8.4,23.6,24.3,0.581,0.5,-1.4
Lafayette,24.2,0.383,21.5,0.386,59.1,0.492,60.1,0.529,17.2,15.7,14.4,18.8,0.747,13.3,10.9,72.5,6.2,7.9,23.8,24.8,0.31,0.5,-4.1
Lamar,19.3,0.336,21.2,0.346,58.5,0.488,56.6,0.523,19.3,20.4,24.8,20.2,0.691,14.2,14.1,73.2,11,7.3,23,21,0.552,0.714,-6.1
Lehigh,21.8,0.424,26.9,0.338,57.2,0.519,63.4,0.499,18.4,18.1,20,19.3,0.775,13.5,11.4,74.6,6,8.8,26.7,23.2,0.645,0.714,-2.3
Lg Beach St,17.9,0.338,22.4,0.335,59.2,0.463,62.8,0.516,18.2,21.2,24.1,18.9,0.698,13.9,13.9,75.1,9.2,10.8,23.6,25.1,0.406,0.571,-0.8
Liberty,23.2,0.369,19.4,0.333,54.2,0.564,52.4,0.483,15.6,15.8,14.5,17.1,0.782,11.2,13.3,66.5,6.2,6.9,22.8,21.1,0.788,0.667,-1.1
Lipscomb,23.4,0.375,23,0.32,59.6,0.538,60.5,0.485,17.1,19.7,21.6,16.9,0.76,13.2,14.5,75.5,7.5,7.6,26.5,23.9,0.771,0.5,2.2
LIU-Brooklyn,25,0.341,19.6,0.328,58.2,0.503,60,0.477,18.9,18.3,20,21.2,0.702,14.5,13.4,74,8.3,9.3,24.8,24.5,0.484,0.462,-6.2
Longwood,27.1,0.36,28.2,0.337,54.1,0.508,56.6,0.505,18.5,16.9,18.2,19.1,0.737,14,11.9,69.9,7,7.6,24.1,23.3,0.419,0.636,-6.4
Louisville,25.3,0.342,21.9,0.32,57.9,0.506,59,0.46,17.4,19.2,20.2,18.9,0.777,12.1,11.2,70.8,8.7,8.4,27.1,23.7,0.588,0.4,11.3
Loyola Mymt,14.6,0.316,21.3,0.324,51.8,0.503,50.1,0.503,17.8,18.5,19,18.2,0.75,12.5,13.9,65.7,7.6,7,21.3,20.4,0.625,0.75,0.4
Loyola-Chi,16.7,0.367,19.8,0.366,49.7,0.55,51.4,0.487,13.9,15.3,15.9,12.3,0.667,11.9,13.1,64.5,4.8,5.6,22.8,21.8,0.576,0.5,0.8
Loyola-MD,19.3,0.341,20.2,0.393,57.4,0.518,56.8,0.538,17.9,17.8,19.3,18.3,0.71,13.9,14.6,72.8,7.3,7.7,20.4,23.2,0.344,0.375,-3.2
LSU,21.1,0.319,23.8,0.337,61.7,0.529,59.6,0.494,18.1,19.1,22.9,19.7,0.752,12.9,14.5,73.7,12.2,9.4,24.1,21.7,0.8,0.714,9.4
Maine,20.3,0.31,25,0.387,53.7,0.499,52.1,0.527,17.8,15.3,13.8,20.1,0.639,14.6,12.6,67.2,7.4,7.4,21,23.1,0.129,0.167,-4.4
Manhattan,20.6,0.332,19.6,0.361,50.2,0.456,46.8,0.486,21,17.6,16.7,21.3,0.584,15.2,14.8,64.6,8.5,7.4,19.4,21.6,0.344,0.6,-4.7
Marist,21.8,0.363,25.3,0.355,53.1,0.508,52.8,0.527,18.8,17.5,17.1,19,0.685,12.5,12.7,67.1,6.8,7.3,22,22.7,0.387,0.3,-4.2
Marquette,24.2,0.388,21.2,0.324,57.9,0.5,59.4,0.451,18.7,18.9,20.4,21.3,0.757,13.7,11.8,73.1,8.2,8.2,27.2,22.3,0.706,0.7,8.1
Marshall,28.6,0.342,22.3,0.355,64,0.523,63.2,0.514,17.9,17.3,19.5,20.5,0.722,12.2,16,78.3,7.6,10.3,23.6,28.3,0.622,0.833,-0.5
Maryland,20.8,0.349,23.3,0.319,56.1,0.508,59,0.447,15.5,17.5,18.4,15.7,0.743,12.9,9.4,68,9.6,8,26.5,20.4,0.677,0.556,10.1
Maryland BC,23.1,0.313,25.5,0.34,54.9,0.495,51.6,0.518,17.2,18,17.1,17,0.698,12.3,15.4,68.7,6.7,6.4,22.7,24.5,0.581,0.667,-5.2
Maryland ES,19.1,0.279,23.8,0.373,52.8,0.445,54.1,0.532,18.1,15.6,14.9,19.8,0.688,13.6,12.4,66.8,6.7,9.1,20.8,25,0.167,0.5,-11.5
Mass Lowell,22.3,0.343,22.1,0.316,57.1,0.551,60.2,0.547,18.4,19.1,19.5,19.6,0.717,14,12.8,73.1,7.2,9.2,22.9,23.1,0.433,0.5,-5.1
McNeese St,17.2,0.31,23.9,0.365,53.1,0.513,58.4,0.538,15.5,18.2,20.6,17.1,0.719,14.4,12,69.3,8.3,8.9,21.1,21.8,0.222,0,-7.9
Memphis,22.4,0.322,23.8,0.322,62.3,0.525,60.3,0.489,20.5,21,23.2,22.6,0.714,14.9,16.2,77.4,10.5,10.1,24.1,23.2,0.611,0.429,5.3
Mercer,21.2,0.338,26.5,0.346,56,0.512,56.9,0.534,18.5,18.6,20,19.7,0.686,13.3,13.8,70.4,8.3,9.8,21.5,22.6,0.31,0.364,-1.3
Miami (FL),25.2,0.333,23.3,0.349,57.8,0.514,59,0.517,14.5,17,17.8,13.4,0.735,11.6,13.6,70.2,8,8.5,22.5,25,0.438,0.25,7.7
Miami (OH),26.1,0.324,23.1,0.339,57.1,0.487,56.5,0.513,18.4,17.8,19.8,19.2,0.71,12.8,11.4,69.6,9.6,7.5,24,24.4,0.433,0.429,1
Michigan,22.7,0.342,16.8,0.291,56.8,0.518,56,0.443,13.9,15.1,15.6,13.5,0.701,9,11.7,66.6,6.7,7.5,25.7,23.8,0.811,0.667,11.6
Michigan St,21.6,0.378,22.7,0.316,57.2,0.543,61,0.419,16.6,17.8,19.2,16.8,0.753,12.6,10.2,70.1,9.6,8.3,28.1,20,0.821,0.375,12.9
Middle Tenn,20.3,0.323,23.5,0.341,57.4,0.457,57.5,0.505,18.2,15.6,17,19.7,0.669,15.8,12.1,70.8,10.2,8.5,24.2,23.7,0.3,0.714,-0.6
Minnesota,16.8,0.317,19.8,0.34,56.6,0.485,58.5,0.487,16.1,19.3,23.6,16.5,0.682,11.6,11.4,69.9,9.3,8.2,23.4,23.3,0.611,0.636,9.8
Miss State,22.8,0.377,20.8,0.357,58.3,0.534,57,0.484,17.2,16.4,19,18.3,0.717,13.3,13.5,70.4,10.1,8.8,23,20.2,0.677,0.333,9.5
Miss Val St,17.1,0.31,22.5,0.391,59.4,0.401,60.3,0.514,18,18.8,20,19.3,0.663,13,12.4,72.3,9.4,9.9,22.5,27.5,0.161,0.2,-9.5
Mississippi,23,0.358,19.5,0.374,57.8,0.527,56.6,0.482,18.3,17,17.8,19,0.783,12.6,14.3,71.4,8,8,22.4,20.9,0.606,0.5,8
Missouri,22.7,0.363,21.9,0.319,55.1,0.476,53.7,0.506,19.5,17.8,16.4,20.4,0.703,14,12.1,67.8,9.3,7.5,23,21.3,0.469,0.5,7.9
Missouri St,19.7,0.339,18.9,0.403,52.9,0.514,51.4,0.494,16.8,18.6,19.5,18,0.688,12.1,14.5,67.5,7.2,6.5,21.2,22.7,0.484,0.571,-0.2
Monmouth,16.1,0.297,27.6,0.358,54.7,0.464,53.7,0.485,19.9,19.5,22.1,23.2,0.687,14.3,14.7,71,8.8,8.2,23,23.5,0.4,0.667,-2.5
Montana,21.7,0.378,19.5,0.344,56.6,0.556,54.2,0.493,19.2,17.3,17.9,20.2,0.695,11.9,13.2,70,6.9,7,23.3,21.8,0.727,0.625,-1.7
Montana St,25.7,0.376,26.7,0.378,58.8,0.511,59.8,0.574,17.4,19.8,20.5,16.9,0.741,12.2,12.3,72.5,7.9,7.9,22.6,24.5,0.452,0.4,-3.9
Morehead St,23,0.336,22.6,0.364,59.5,0.471,61.7,0.513,17.3,19.8,20.2,17.5,0.707,12.3,12.6,72.8,8.7,9.6,22.9,25.8,0.355,0.556,-2.5
Morgan St,17.5,0.331,21.1,0.367,64.1,0.415,57.5,0.524,20.6,19,22,22.9,0.7,13.3,17.7,76.3,10.8,10.5,20.5,26.3,0.286,0.2,-11.2
Mt St Marys,23.1,0.312,22.4,0.358,56.2,0.487,58.2,0.511,18.9,17.7,19.1,20.3,0.676,13.2,12.3,70.8,7.5,9.5,22.1,25,0.241,0.667,-6.6
Murray St,22.1,0.349,21.9,0.289,60.4,0.562,61.2,0.483,15.9,17.8,20.2,16.7,0.734,12.3,13.7,72.7,9.8,10,25.4,22,0.839,0.8,0.5
N Alabama,24.3,0.297,20.9,0.351,59.7,0.444,56.6,0.526,19,16.1,18.4,21.5,0.681,13.6,12.1,72.2,9,7.4,24,26.7,0.241,0.571,-4.7
N Arizona,24.2,0.346,25.8,0.358,58.7,0.492,59.3,0.559,17.3,17.5,19.8,17.6,0.705,12,11.7,71.8,7.7,8.1,22.9,25.9,0.323,0.167,-3.8
N Carolina,24,0.362,27.4,0.335,66.9,0.521,62.5,0.479,17,17.5,20.2,17.8,0.743,13.1,13.9,77.6,11.5,7.8,29,22.8,0.806,0.5,13.3
N Colorado,25.6,0.349,17.9,0.371,56.4,0.536,57.3,0.495,16.9,18.6,19.6,16.3,0.699,12.8,12.8,70.5,7.9,7.5,23.7,22.3,0.633,0.833,-4.1
*N Dakota St,26.2,0.367,20.7,0.37,54.7,0.521,58.3,0.526,15.2,16.8,17.6,15.5,0.768,10.5,9.7,68.2,5.6,7.1,23.3,24.2,0.515,0.667,-2.2
N Florida,27.5,0.339,18.8,0.332,60.6,0.532,65,0.474,17.6,15.4,15.4,19.9,0.687,16,12.5,75.2,9.1,11.3,25.4,24.2,0.452,0.4,-1.7
N Hampshire,27,0.326,20.6,0.336,56.1,0.394,53.6,0.521,18.1,15.1,12.3,20.4,0.613,12.2,11.1,67.4,6.9,6.8,23.2,28.5,0.111,0.4,-7
N Illinois,18.9,0.365,25,0.361,58.7,0.516,55,0.5,19.3,16.1,15.6,21.5,0.733,11.8,12.3,69.9,7.9,7.6,23.7,22.7,0.469,0.308,0.3
N Iowa,23.1,0.35,19.8,0.342,54,0.462,52.6,0.51,16.5,15.7,14.9,17.1,0.742,11.6,11.8,66.2,6.4,6.4,23,24,0.438,0.667,0.7
N Kentucky,24.1,0.36,22.1,0.32,58.2,0.55,56.6,0.499,19,17.9,20.2,19.9,0.671,12.5,12.9,71.6,8.9,7.3,24.3,22.5,0.727,0.556,-1.8
N Mex State,27.5,0.339,21.3,0.334,59,0.569,53.9,0.481,17.9,20.5,20.4,17.6,0.676,12.2,13,68.9,11.8,6.5,24.7,20.2,0.849,0.727,-0.1
Navy,21.2,0.317,24.6,0.338,57.6,0.464,57.5,0.532,17.2,17.2,17.5,17.1,0.715,14.1,11.4,70,9.9,7,23.9,23.5,0.387,0.833,-2.9
NC A&T,19.9,0.341,21.3,0.317,55.5,0.51,57.9,0.495,16.3,16.7,17.2,18.5,0.667,13.2,14,70,7.4,10.2,21.8,22.5,0.567,0.8,-9.1
