Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Canisius,23.5,0.302,18.1,0.311,60.1,0.455,57.4,0.537,17.4,16.9,18.2,18.5,0.696,11.8,12.4,71.9,8.6,6.8,22.6,26,0.323,0.6,-2.1
Central Ark,22,0.295,23.1,0.353,62.4,0.503,63.4,0.558,16.7,14.4,14.4,18.9,0.754,13.9,12,75,8.3,9.4,23,25.1,0.31,0.714,-3.9
Central Conn,21.5,0.342,22.4,0.348,54.8,0.426,57.1,0.533,16.1,15.3,16,16.5,0.708,13.8,12.6,68.7,7.3,9,21,24.1,0.25,0.5,-5.2
Central FL,25.1,0.35,23.6,0.312,58.3,0.479,57.1,0.5,15.7,16.3,16.6,17,0.703,13,14.1,70,9.6,9,22.8,22.5,0.6,0.5,4.7
Central Mich,22.7,0.341,24.8,0.348,56.5,0.455,58.5,0.537,19.9,17.1,17.2,21.1,0.692,13.6,11.5,70.6,7.5,9.6,22.1,25.3,0.233,0.364,-1.7
Charl South,26.1,0.301,21.7,0.361,57.2,0.471,57.9,0.56,16.1,16.3,16.3,17.4,0.677,15,12.1,71.2,8.6,7.3,22.6,26.1,0.107,0.333,-7.7
Charlotte,21.8,0.345,20.6,0.362,54.8,0.536,56.7,0.517,14.1,14.8,15.3,15,0.792,11.5,11.3,68,5.8,6.9,23,22.8,0.548,0.7,-0.2
Chattanooga,22.8,0.341,22.5,0.306,57.9,0.539,55.7,0.521,15.8,14.8,15.6,15.2,0.766,11.2,11.9,67.6,8.8,7.2,23.1,19.8,0.781,0.7,0.4
Chicago St,24.5,0.31,19.9,0.399,56,0.454,55.2,0.498,19.7,17.6,16.4,21.2,0.654,14.8,12.7,69,9.6,8.9,19.8,22.8,0.219,0.6,-4.1
Cincinnati,25.8,0.314,17.7,0.312,61.1,0.466,57.7,0.442,17.6,16.5,18.1,19.9,0.672,10.4,12.3,70.1,9.9,9.5,24.1,24.9,0.531,0.444,4.2
Citadel,29.5,0.348,25.3,0.33,59.4,0.517,65.5,0.509,15.5,17,17.9,17.2,0.68,12.3,9.9,73.4,7.4,9.6,25.2,26.5,0.357,0.455,-3.3
Clemson,21.4,0.363,24,0.333,56.6,0.512,56.3,0.494,15.8,16.1,16.8,16.4,0.736,11,11.4,68.2,7.3,7.4,24.6,22.8,0.515,0.273,6.9
Cleveland St,19.5,0.331,24.4,0.326,57.3,0.554,56.7,0.501,18.7,16.9,20.8,19.4,0.673,13.6,15.4,71.4,9.8,9.4,22.5,20.5,0.643,0.556,-4
Coastal Car,20,0.357,27.7,0.293,56.4,0.476,59.9,0.48,15.1,15.9,18.4,15.7,0.695,13.8,11.4,69.1,9.9,9.5,26,21.5,0.48,0.455,-2.8
Col Charlestn,23.9,0.339,20.8,0.341,63.7,0.499,58.9,0.513,20.6,18.1,19.3,22.2,0.73,15.6,14.3,76.6,11.9,7.2,24.8,22.4,0.531,0.529,-0.1
Colgate,24.4,0.401,21.2,0.337,57.9,0.527,59.2,0.482,14.7,15.1,15.5,14.4,0.693,11.5,11,69.3,7.6,7.5,25.8,23,0.667,0.143,-2.3
Colorado,18.6,0.37,21.5,0.326,55.9,0.479,58.3,0.47,15.8,18.8,19.6,15.9,0.753,13.6,12.2,70.5,8.3,7.5,25.5,21.8,0.656,0.7,6.8
Colorado St,21.3,0.357,24.9,0.327,54.7,0.563,56.1,0.505,15,17.4,16.6,14,0.774,10.1,12.2,67.1,5.9,7.4,24,22.6,0.828,0.857,5
Columbia,21.2,0.349,26.4,0.378,58.7,0.464,62,0.534,16.8,15.2,15.3,15.6,0.627,15.2,11.7,72.7,8.5,8.5,23,25.9,0.12,0.5,-5.4
Connecticut,21.1,0.353,18.8,0.345,61.6,0.478,57.6,0.428,16.8,17,18.8,18.4,0.75,11.9,12.3,70.2,12.3,8.3,25.2,21.1,0.719,0.3,9.6
Coppin State,28.9,0.297,26.2,0.352,57.8,0.476,63,0.467,16.8,17.1,20,17.7,0.684,14.4,15.8,75.5,6.8,11.3,24.7,29.8,0.281,0.417,-4.2
Cornell,27.4,0.341,26,0.323,58.8,0.556,61.7,0.529,19.4,18.7,19,19.3,0.703,14.4,13.3,74.4,7.9,9.5,25.8,24.3,0.542,0.375,-2.2
Creighton,21.8,0.307,21.2,0.317,57.2,0.539,63.2,0.435,13.4,15.3,14.8,12.8,0.729,14.1,10.6,70.2,8.2,9.5,27.4,22.8,0.667,0.778,8.4
CS Bakersfld,12.9,0.283,19.9,0.352,56.3,0.449,48.5,0.505,20.8,17.5,16.6,23.3,0.713,11.6,13,66.1,9.8,6.5,20.8,21.6,0.24,0.333,-3.4
CS Fullerton,16.4,0.335,20.1,0.371,54.8,0.487,55.2,0.48,16.2,19.2,19.6,14.4,0.764,12,13.4,67.7,8.2,7.9,22,21.8,0.655,0.6,-2.5
Dartmouth,26,0.334,20.7,0.342,57.6,0.466,55.8,0.505,16.1,16,14.1,15.8,0.776,11.7,12.8,68.5,7.3,7.8,23.4,25.2,0.333,0.111,-0.9
Davidson,22.4,0.386,24.4,0.339,54.9,0.545,55.2,0.484,14.8,18.1,18.1,15.4,0.754,9.8,11.2,66.9,6.4,6.7,25,22.3,0.839,0.778,3.1
Dayton,18.2,0.365,20.3,0.327,53.5,0.535,54.6,0.462,14,16.2,16.8,13.2,0.682,12.5,11.2,65.7,7.9,6.6,24.3,20.2,0.697,0.583,3.8
Delaware,21,0.35,20.7,0.349,55.1,0.542,58.3,0.475,15.8,17.8,19.1,17.1,0.742,12.5,12.6,69.5,7.5,9.2,22.1,21.8,0.636,0.6,-1.2
Delaware St,17.8,0.322,27.5,0.361,54.2,0.434,60,0.486,18.4,18,17.6,20.5,0.674,18.2,13.7,72.8,7.6,10.9,22.1,24.3,0,0,-10.7
Denver,19.8,0.371,23.3,0.364,55.2,0.511,58.2,0.508,17.4,17.7,17.7,18.7,0.698,12.8,11.4,70.1,6.3,8.2,23.1,23.6,0.333,0.333,-5.8
DePaul,20.8,0.317,21.7,0.337,60.7,0.494,61.7,0.478,15.7,17.9,20.3,16.1,0.693,12.3,11.8,72.2,10.4,9.1,25.3,23.9,0.484,0.462,6.9
Detroit,27.9,0.368,22.2,0.351,56.4,0.5,54.1,0.549,15.6,15.5,13,16.8,0.786,11.8,12.5,66.3,8.3,8.2,20.2,22.3,0.464,0.25,-2
Dixie State,21.8,0.295,22.7,0.33,58.4,0.478,61.6,0.517,19.4,20.2,20.6,18.9,0.667,15.3,13,74.6,8.5,9.4,24,26.4,0.333,1,-4.6
Drake,20.1,0.323,20.8,0.33,59.3,0.516,54.2,0.492,17.1,16.6,16.8,18.1,0.759,10.7,13.3,68.6,9.3,7.5,23.3,22.8,0.688,0.583,2.2
Drexel,20.6,0.347,18.9,0.334,58.8,0.52,58.9,0.506,15.3,16.3,14.9,15.4,0.711,11.2,11.1,69.5,7.7,7.7,24,23.3,0.5,0.333,-0.6
Duke,22.2,0.368,21.3,0.314,60.7,0.558,63,0.469,13.6,15.7,17.4,11.9,0.729,10.2,11,70.1,9.4,9.3,26.3,21.4,0.824,0.556,9.3
Duquesne,20.5,0.305,19,0.398,61.4,0.452,59.4,0.513,13.9,14.2,13.4,13,0.707,11.5,12.9,69.6,9.7,8.9,21.5,25.8,0.2,0.286,0.9
E Carolina,22.5,0.333,23.7,0.353,57.5,0.453,57.9,0.488,16.2,17.6,19.3,17.9,0.754,13,12.8,71,8.2,8.6,23.3,24.6,0.5,0.636,1.3
E Illinois,18.4,0.317,25.5,0.338,50.4,0.421,58,0.563,14.6,16.1,15.1,14,0.631,16,12.1,67.7,5.6,9.3,20,25.2,0.071,0.333,-7.6
E Kentucky,32.6,0.339,23.7,0.344,67.1,0.46,59.4,0.565,16.6,14.7,14.6,16.7,0.718,11.4,16.4,74.7,10.4,9.3,21.3,28.4,0.333,0.25,-5.1
E Michigan,20.8,0.307,22.6,0.356,58.7,0.493,61.9,0.506,17.6,17.2,17.5,18.1,0.699,13.9,12.2,74,7,8.6,24.6,26.1,0.3,0.75,-3.1
E Tenn St,25.2,0.351,27.4,0.342,59.6,0.511,58.6,0.547,15,14.3,12.9,15.3,0.704,11.2,11,67.6,9.3,9.3,22,22.9,0.433,0.429,-0.6
E Washingtn,24.6,0.357,25,0.338,57.7,0.519,60.5,0.5,18.6,18.8,19.2,18.7,0.756,13,11.2,72.6,7.3,7.8,25.2,23.7,0.516,0.539,-3.4
Elon,24.4,0.33,20.8,0.345,55.7,0.486,54.1,0.499,20.5,17.4,14.4,23.7,0.729,13.3,11.1,68.4,7.2,8.3,22.2,23.7,0.267,0.286,-0.9
Evansville,24.8,0.326,17.8,0.384,52.7,0.452,52.7,0.553,15,15.1,13,16.3,0.715,11.3,11.7,66.5,3.9,5.5,21.5,27.6,0.172,0.125,-1.3
F Dickinson,21.2,0.324,21.2,0.351,59.8,0.452,60.2,0.545,18.3,15.7,16.6,20.5,0.708,13.7,12.9,72.5,8.8,10.5,21.6,25.2,0.154,0.2,-5.2
Fairfield,22,0.335,16.6,0.322,56.8,0.486,56.2,0.48,16.1,16.6,15.1,17.5,0.702,11.1,11.2,67.7,7.8,7.6,23.8,23,0.438,0.444,-2.9
Fla Atlantic,24.6,0.349,18.6,0.373,57.4,0.544,55.9,0.476,17.1,16.2,17,18,0.717,13.6,13.2,70.1,9.1,7.5,23.7,21.1,0.533,0.143,-1.4
Fla Gulf Cst,28.2,0.35,24.5,0.337,60.4,0.532,63.3,0.503,14.4,15.7,17.9,15.3,0.688,13.6,11.3,72.8,9.5,9.1,25.1,23.3,0.633,0.667,-3.9
Florida,25.9,0.308,18.1,0.328,56.4,0.531,55.3,0.493,16,17.7,19.6,16.6,0.735,12.3,14.5,68.8,9.4,8.6,20.6,21.7,0.594,0.625,8.4
Florida A&M,14.9,0.297,19.9,0.343,56.4,0.463,56.3,0.464,17.8,15.8,16.8,21.9,0.706,12.6,12.4,68.9,7.8,10.6,21.7,23.6,0.393,0.778,-7.5
Florida Intl,27,0.34,23.2,0.334,58.5,0.49,58.4,0.502,15.5,14.5,14.4,18.3,0.708,14,12.8,71,8.1,9.1,23.2,24.5,0.433,0.7,-3.7
Florida St,20.3,0.331,24.1,0.369,59.4,0.487,57.1,0.5,16.3,16,18,17.4,0.708,12.5,14.5,70.7,9.6,9.2,21.9,23,0.548,0.769,7.1
Fordham,25,0.297,19.8,0.312,58.4,0.467,57.3,0.485,17.7,17.2,17.4,17.4,0.727,13.2,13.7,71.2,9,7.7,25.3,25.3,0.5,0.5,0
Fresno St,20.3,0.326,21.5,0.326,52.6,0.506,51.3,0.471,15.6,16.4,16.1,14,0.728,11.4,12.2,64.1,7.6,6,23.9,21.5,0.581,0.364,3.2
Furman,30.6,0.375,21,0.333,59.3,0.55,56.8,0.525,14.7,13.8,13.8,14,0.758,10.5,12.8,68.3,7.9,8.2,22.2,23,0.636,0.455,0.8
GA Southern,19.7,0.292,22,0.33,54.4,0.501,55.8,0.474,18.4,16,17.2,19.8,0.671,14.2,12.7,68.3,8.5,9.5,22.9,22.7,0.385,0.625,-2.9
GA Tech,20.1,0.342,22.3,0.321,57.9,0.486,58,0.513,18,14.8,14.5,18.2,0.693,13.2,13.1,71.1,7.3,8.2,23.1,24.5,0.355,0.364,4.8
Gard-Webb,22.2,0.33,22.9,0.285,56.2,0.503,55.3,0.474,18.8,16.1,16,20.1,0.699,13.7,13,69.5,8.3,8.2,24.8,23.8,0.536,0.429,-4.2
Geo Mason,26.1,0.358,24,0.344,56.2,0.522,56.7,0.481,16,17.1,16.3,16.8,0.694,12.2,11.6,69.3,7.1,6.7,24.6,23.1,0.467,0.286,2.5
Geo Wshgtn,21.1,0.338,20.9,0.307,59,0.479,60.6,0.514,17.1,14.5,15.3,17.8,0.698,12.6,12.7,72,7,9.6,23.7,26.1,0.4,0.625,0.3
Georgetown,22.4,0.342,25.2,0.369,62.1,0.433,60.5,0.524,16.2,16,18,16.7,0.744,13.4,12.8,72.7,11,8.8,22.8,24.6,0.194,0.167,6.1
Georgia,19.9,0.321,25.5,0.349,53.9,0.513,62.1,0.561,15,17.8,21,15,0.747,14.4,11,71.3,6.6,9.3,22.7,23,0.188,0.167,4.7
Georgia St,22.6,0.323,20.9,0.379,61.2,0.431,54.9,0.454,16.6,16.8,18.4,18,0.716,11.6,15.6,70.6,11,8.5,21.9,24.5,0.6,0.5,-1.6
Gonzaga,22.1,0.379,21.8,0.307,62.4,0.609,64.2,0.416,15.4,17.8,18.6,14.2,0.73,11.8,12.6,75.2,8.3,7.9,30,21.8,0.897,0,10.3
Grambling St,16.2,0.311,20.5,0.357,57.5,0.438,57.5,0.463,18.8,16.5,19.2,23.4,0.714,14.1,13.6,72.1,8.9,9.8,23.4,25.6,0.333,0.571,-6.7
Grd Canyon,23,0.348,19.2,0.269,58.3,0.483,56.5,0.451,18.2,17.6,18.1,18.6,0.672,12.9,12.5,68.9,10.6,9.1,25.1,21.2,0.724,0.556,-1.2
Hampton,19.4,0.295,19.8,0.298,55.4,0.442,58.9,0.488,18.7,17.9,20.3,22.3,0.697,12.5,11.3,70.9,6.5,10.2,24,26.9,0.269,0.75,-6.4
Hartford,25.1,0.369,22.3,0.357,55.6,0.515,58.1,0.504,15,14.5,15.3,16.8,0.69,12.2,11.1,68.8,6.3,8.3,23.4,23.4,0.375,0.4,-4.1
Harvard,25.3,0.326,21.7,0.371,60.2,0.5,54.7,0.498,16.5,16.6,14.7,17.8,0.673,12.2,14.5,71.4,7.9,6.3,23.3,26,0.435,0.333,-3.8
Hawaii,22,0.346,16.6,0.309,53.6,0.495,55.2,0.472,17.1,18,17.4,17.5,0.744,12.9,10.4,66.8,8.2,7,23.6,20.9,0.577,0.5,-2.8
High Point,19.4,0.32,21.4,0.301,56.6,0.494,57.8,0.521,17.5,17.3,19.2,20.4,0.642,13.5,12.3,70.5,8.5,9.4,23.6,24.4,0.379,0.182,-5
Hofstra,27.6,0.338,24.7,0.383,61.9,0.556,58.1,0.521,15.5,15.6,13.4,15.3,0.797,10.4,14.4,71.9,6.7,7.8,23,25.3,0.633,0.778,0.5
Holy Cross,16.4,0.331,18.6,0.361,57,0.432,56.5,0.527,17.2,16.3,16.3,17.4,0.712,12.2,11.8,68.5,8.2,8.3,21.8,24.8,0.241,0.857,-7.1
Houston,23.5,0.341,23,0.293,60.1,0.553,52.7,0.432,17.4,17,17.2,18.6,0.668,11.4,14.3,68,12.2,7.4,24.6,19.9,0.849,0.5,7.3
Houston Bap,20.5,0.305,19.8,0.388,57.5,0.504,57.1,0.537,19.4,19.5,21.7,21.6,0.715,14.9,13.8,73.7,8.8,7.8,21.8,23.6,0.28,0.333,-10.3
Howard,23,0.362,19.6,0.34,57.5,0.478,58.3,0.486,18.3,18.4,20.8,19.8,0.747,15,17.1,74.5,7.7,10.7,21.3,23.7,0.5,0.273,-7.4
Idaho,21.1,0.367,20,0.351,57.2,0.474,60.5,0.555,19.7,18.5,19.3,20.5,0.747,13.2,10.3,72.7,6.8,7.9,23.6,25.7,0.241,0.4,-5
Idaho State,22.4,0.296,20,0.341,53.1,0.496,54.4,0.545,18.4,19.3,17.5,19.1,0.684,13.9,11,67.6,7.7,7.1,21.2,23,0.179,0.25,-4.9
IL-Chicago,27.8,0.324,15.8,0.374,60.2,0.533,57.6,0.5,17.3,14.6,13.8,19.7,0.708,12,11.8,71.1,7.7,7.5,22.7,24.8,0.448,0.75,-4.2
Illinois,25.1,0.367,17.7,0.323,58.9,0.517,59.8,0.454,16.4,18,18.6,17,0.708,12.2,10.7,70.3,10,8,25.5,21.5,0.71,0.6,11.2
Illinois St,21.5,0.369,22.5,0.343,58,0.497,59.8,0.506,17.9,16.5,18.2,19.1,0.751,13.8,12.3,72.5,7.8,8.7,23.5,22.7,0.355,0.417,-0.5
Incar Word,24.8,0.335,20.7,0.37,54.9,0.464,57.7,0.574,17.7,16.1,15,17.3,0.809,13.7,12.3,68.9,6.8,9.2,20.1,24.9,0.172,0.2,-9.3
*Indiana,18.1,0.339,23.1,0.326,56.8,0.514,57.5,0.434,17.2,17.3,19,17.6,0.699,11.9,11.9,70.2,7.5,7.7,25.6,23.1,0.606,0.417,9.8
Indiana St,25.8,0.32,22.6,0.361,56,0.528,59.8,0.501,15.6,15,14.8,15.6,0.778,13.5,11.2,71.9,4.6,6.5,25.3,26.3,0.286,0.667,-0.5
Iona,21.4,0.333,19.3,0.303,59,0.51,58.4,0.469,18.2,19.2,22.2,19.9,0.697,12.6,13.4,72.3,10,9,24.4,23.3,0.781,0.667,0.2
Iowa,25.1,0.371,22.1,0.332,64.6,0.525,60.4,0.5,16.1,17.8,19.5,15.8,0.752,9.3,13.6,72.5,10.6,9,23.9,23.4,0.735,0.375,10.2
Iowa State,20.9,0.321,19.2,0.296,55.8,0.509,51.3,0.507,18,17.3,15.7,18.6,0.684,13.8,16.6,69.2,7.8,7.8,21.2,22.3,0.625,0.714,9
IPFW,25.1,0.365,22.4,0.349,56.7,0.522,56,0.532,15.5,16.1,15.2,14.9,0.749,13.5,15.2,71.1,5.8,7.5,21.6,24.1,0.633,1,-4.9
IUPUI,17.5,0.292,21.5,0.355,50.5,0.416,51.2,0.524,18,14.4,12.6,19.2,0.674,16.4,13,64.8,7.9,8.7,19,21.7,0.037,0,-9.1
Jackson St,17.2,0.3,16,0.322,56.7,0.455,54.2,0.475,17.1,14.5,15,19.8,0.634,13.2,12.1,67.8,9.5,7.7,22.6,22.7,0.367,0.364,-4.9
Jacksonville,16.9,0.345,24.1,0.293,54.2,0.472,52.4,0.499,15.6,14.9,16.5,16.1,0.697,11.7,10.3,63.9,9.6,6.7,23.8,20.6,0.63,0.714,-4
James Mad,20.7,0.342,27.7,0.337,58.3,0.509,59.1,0.557,16.7,17.3,17.9,16.3,0.705,12.5,14.5,71.4,8,9.7,21.5,24.3,0.482,0.692,-1.4
Jksnville St,23.3,0.382,26.6,0.325,54.5,0.518,59.3,0.474,14.4,15.7,17.5,12.5,0.683,13.4,11.4,68.3,7.9,8.3,25.5,21.6,0.655,0.5,-2.9
Kansas,20.1,0.355,20.5,0.301,59.6,0.545,60,0.479,15.9,17.6,19.5,16.7,0.724,12.5,12.9,71.7,9.9,9,25.1,21,0.824,0.75,11.6
Kansas St,24.3,0.346,22.4,0.302,57.4,0.475,55.6,0.524,17.1,15.6,17,17.8,0.726,11.5,13.5,69.3,7.5,8.4,22.8,24.6,0.452,0.273,9.4
Kennesaw St,22.1,0.362,23.3,0.362,58.1,0.503,56.1,0.521,17.8,17.3,17.3,19.8,0.659,11.9,12.4,69.8,8.7,7.9,22.6,22.9,0.333,0.333,-3.3
Kent State,22.3,0.321,23,0.313,56.1,0.507,54.1,0.496,18.3,17.1,18.3,19.5,0.747,12.6,13.2,68.7,9,7.5,22.9,21.2,0.677,0.667,-0.8
Kentucky,17.6,0.349,21.3,0.304,62.8,0.537,59.4,0.471,14.2,15.8,17.1,14.9,0.73,11.5,12.1,71,11.4,7.5,25.5,19.8,0.788,0.25,11.6
LA Lafayette,21.1,0.343,19.6,0.322,57.3,0.47,58.2,0.462,18.3,18.8,20.4,20.7,0.711,15.6,13,72.3,10.2,8.7,24.9,22.1,0.483,0.444,-2
LA Monroe,20.6,0.332,22.8,0.362,58.1,0.505,58.1,0.52,17.3,15.8,15.1,20.1,0.717,13.3,13.6,71.4,6.9,10.2,21.5,24.8,0.357,0.5,-3.9
