Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
La Salle,23.9,0.319,21.5,0.36,59.9,0.476,58.7,0.476,17.2,15.6,15,18.2,0.687,13.1,11.6,70.8,9.2,8.3,24.1,25.1,0.367,0.546,0.1
LA Tech,23.9,0.34,22.6,0.33,58.3,0.525,58.6,0.474,15.1,17,18.2,16.5,0.728,11.7,13.5,71,7.6,8.9,24.6,24.5,0.677,0.778,1.1
Lafayette,26.5,0.328,21.1,0.38,58.1,0.519,58.3,0.518,14.2,13.5,12.2,15.1,0.683,11,11.6,68.1,7,8.8,22.1,25.3,0.31,0.333,-5.9
Lamar,17.4,0.302,23.8,0.355,56.9,0.441,55.7,0.527,18.6,15.9,14.9,21.4,0.685,14.5,12,69.1,9.2,9,21.6,24.1,0,0,-5.4
Lehigh,21.3,0.382,15.5,0.363,55.7,0.489,59,0.474,17,14.7,14,18.7,0.742,13.2,10.1,70,5.6,7.9,24.3,24.5,0.387,0.5,-5.8
Lg Beach St,18.2,0.357,22.9,0.355,57.9,0.472,58.7,0.507,16.6,18.9,21.4,16.4,0.723,13,14.3,73,8,7.9,22.8,23.9,0.6,0.429,-0.9
Liberty,26.8,0.381,22.4,0.342,54,0.54,55.1,0.463,15.5,15.4,15.3,17.3,0.767,12,11.4,67.6,5.9,6.7,24.9,23.1,0.633,0.333,-2.7
Lipscomb,23,0.34,26.6,0.375,55.6,0.532,64.4,0.481,13.5,16.5,18.8,14.6,0.722,13,9.7,71.4,6.1,9.7,26.2,24.2,0.367,0.556,-4.2
LIU,25.1,0.31,25.9,0.32,62.8,0.496,62.7,0.488,17,16.8,19.1,18.7,0.681,13.6,13.4,74.8,10.9,10,25.5,25.1,0.517,0.556,-4.1
Longwood,21.2,0.386,24,0.311,57,0.48,55,0.537,15.6,18.3,20.4,14.7,0.724,12.3,13.6,69.2,9.5,6.6,22.4,21.1,0.786,0.875,-5.7
Louisville,24.8,0.309,21.9,0.349,58.8,0.505,57.6,0.491,17.2,15.1,14.8,17.3,0.674,12.2,11.1,69.1,8.8,7.8,25.4,25.1,0.406,0.8,6.6
Loyola Mymt,20.9,0.342,20.2,0.36,54.8,0.523,55.5,0.55,17.8,18.2,17,17.7,0.721,13,12.3,68.9,6.8,7.6,20.8,23.1,0.357,0.364,1.9
Loyola-Chi,23.4,0.38,20.6,0.315,54.1,0.558,54.1,0.469,17.4,17.3,17.3,15.4,0.718,12.3,13.3,68,6.7,6.6,24.6,21.2,0.774,0.8,4.7
Loyola-MD,21.3,0.321,20.2,0.344,55.9,0.517,53.3,0.513,15.4,14.7,14,16.3,0.691,13,13.8,68.3,6.9,6.9,22.2,23.5,0.448,0.4,-5.6
LSU,20.5,0.319,25,0.28,59.4,0.504,54.5,0.477,19.3,16.6,19.6,20.9,0.732,14.5,18,72.7,10.6,9.7,23.5,22,0.667,0.444,9.9
Maine,21.7,0.31,19.4,0.386,56.2,0.47,55.2,0.533,17.6,13.3,11.5,18.1,0.705,12.8,12.1,67.6,7.1,8,20,25.3,0.115,0.25,-7.6
Manhattan,18.1,0.299,19,0.339,55,0.5,57.1,0.529,18.1,19.4,22.8,19.8,0.736,14.4,13.9,71.6,8.8,8.7,21.7,22.3,0.483,0.857,-3.4
Marist,21.8,0.344,23.8,0.334,57.9,0.497,58.1,0.471,15.6,15.7,14.5,16.5,0.719,12.4,11.4,69.1,8,8.1,24.5,24.5,0.467,0.444,-2.7
Marquette,24.8,0.347,22.1,0.317,59.4,0.529,62.1,0.462,17.5,15.3,15.9,18.5,0.747,12.5,13.8,73.7,6,10.8,25.5,25.2,0.613,0.714,9.2
Marshall,24.6,0.301,21,0.353,62.9,0.521,61.6,0.516,15.9,14.7,15.3,17.4,0.709,13.2,13,74.5,9,8.1,23.3,26.1,0.323,0.333,-0.6
Maryland,21.2,0.326,23.2,0.355,57,0.497,59.7,0.482,15.2,18.1,19.3,14.7,0.759,11.4,10.9,69.2,8.3,8.5,24.6,23.3,0.469,0.222,9.4
Maryland BC,24.2,0.383,22.5,0.352,56.7,0.489,61.5,0.527,13.6,16.9,17.6,12.1,0.782,11.1,11.4,70.2,6.1,8.5,23.4,24.8,0.548,0.75,-3.9
Maryland ES,24,0.319,20.8,0.337,56.6,0.446,54.2,0.512,17.5,16.3,18,19.7,0.647,15.4,16.7,71.8,8.5,8.8,21.2,24.4,0.348,0.75,-8.2
Mass Lowell,18.9,0.302,18.8,0.37,59,0.493,56.1,0.456,16.5,15.3,15.6,18.3,0.694,12.5,13.3,69.7,8.7,8.8,22.3,23.9,0.429,0.333,-4.7
McNeese St,20.2,0.306,20.5,0.347,60.4,0.499,60.2,0.52,21,18.5,22.6,24.2,0.654,16.4,13.2,76.1,10.9,9.4,24.2,24.1,0.241,0.222,-7.4
Memphis,17.9,0.364,25.3,0.32,57.4,0.521,59,0.451,18.7,18.8,22.3,19.4,0.695,16.4,15.1,73.4,11.1,9.7,24.3,19.7,0.7,0.286,7.3
Mercer,23,0.353,23.8,0.349,54.2,0.529,56.9,0.532,15.5,15.2,15.9,16.2,0.775,12.2,10.5,67.3,6.6,7.8,22,21.7,0.452,0.444,-1.1
Merrimack,21.4,0.333,18.2,0.332,53.1,0.477,53.1,0.487,16.1,14.2,13.8,18,0.679,11.8,14.4,65.6,6.1,10.2,19.1,24.5,0.448,0.571,-5.1
Miami (FL),20.7,0.353,22.5,0.352,57.7,0.548,57.3,0.539,14.9,15.2,16.6,14.1,0.743,9.6,13.8,69,6.2,8.7,21.6,23.7,0.697,0.6,7.2
Miami (OH),26.2,0.343,23.8,0.367,61.7,0.495,58.8,0.525,16.5,16.3,14.6,17.9,0.8,10.4,12.4,71,8,8.8,22.4,25.5,0.379,0.444,-3.3
Michigan,18.7,0.34,19.7,0.33,57.9,0.53,58.2,0.508,15.5,15.9,16.7,15.5,0.746,11.5,10.1,68.7,8.7,6.9,24,21,0.548,0.6,11.5
Michigan St,19,0.378,22.5,0.312,56.9,0.497,59.5,0.479,16.9,17,17.3,16.9,0.747,13.1,10.4,69.8,8.5,8.1,25.2,21.4,0.647,0.546,11
Middle Tenn,24.8,0.329,20.5,0.31,57.6,0.521,55.8,0.485,18.5,17.4,18.8,20,0.76,13.5,14.5,71.3,8.8,8.5,23.6,22.1,0.677,0.333,-0.1
Minnesota,21.2,0.368,20.2,0.337,56.6,0.48,58.2,0.516,14.1,14.8,13.4,13.6,0.718,9.2,10.4,67.3,4.5,8.2,23.1,27,0.433,0.571,8.4
Miss State,15.7,0.295,23.4,0.321,55.9,0.516,55.6,0.506,15.7,17,21.5,15.6,0.722,13.1,13.2,69,10.2,7.3,23.6,20.8,0.546,0.444,8.2
Miss Val St,23.3,0.305,18.6,0.399,61.3,0.438,59.6,0.551,18.1,16.9,19.3,21.7,0.655,13.4,15.3,75.5,8.1,10.1,20.3,29.4,0.071,0.111,-8.7
Mississippi,21.3,0.326,20.3,0.323,57,0.499,56,0.531,15.2,15.9,16.3,15.7,0.711,12.2,13.1,69.2,8,7.3,22.6,24,0.406,0.333,6.4
Missouri,18.1,0.281,20.2,0.352,55.6,0.494,55.9,0.497,17.8,16.1,16.6,19.9,0.741,14.6,12.1,69.1,9.2,8.3,22.3,21.8,0.344,0.286,6.8
Missouri St,21.7,0.364,22.2,0.331,58.1,0.55,58.1,0.476,15.4,17.2,16.3,16.4,0.796,10.6,10.8,69.5,7.1,6.9,25.5,22.7,0.688,0.4,2
Monmouth,19.2,0.331,23.1,0.323,56.3,0.463,56.7,0.466,18.1,18.7,20.8,19.1,0.728,11.7,12,69,9,8.6,24.3,23.5,0.618,0.6,-0.2
Montana,19,0.339,15.6,0.375,53.1,0.499,51.7,0.499,19.7,18.7,20.4,22.1,0.788,10.5,12.8,68.7,4.7,6.3,21.4,24.8,0.517,0.375,-4.7
Montana St,19.8,0.368,19.9,0.323,54.7,0.531,55.6,0.481,18.3,20.3,22,20,0.75,12.9,12.7,71.2,7.1,6.4,24.6,21.3,0.781,0.714,-3.2
Morehead St,22.2,0.358,19.6,0.326,55.1,0.516,59,0.453,15.3,16.1,16,14,0.675,13.5,11.5,67.6,9,9.1,24.7,21,0.645,0.571,-1.5
Morgan St,19.7,0.307,21.6,0.347,61.8,0.465,55.8,0.513,20.3,17.4,19.2,24.4,0.667,16,17.4,76.8,9.8,8.2,21.8,24.1,0.391,0.5,-8.6
Mt St Marys,16.9,0.34,18.5,0.339,55.9,0.476,56,0.474,15.7,15.9,14.7,14.7,0.685,13.1,12.4,67.4,8.6,8.1,22.4,22,0.448,0.5,-4.5
Murray St,22.6,0.347,22.5,0.301,59.8,0.535,55.3,0.5,14.9,16.3,18.6,13.6,0.698,11.6,14.1,69,10.7,7.4,24.6,20.9,0.931,1,-0.2
N Alabama,24.5,0.292,19.2,0.337,61.5,0.428,56.4,0.501,18.7,14.6,14.7,22.5,0.751,12,13.3,71.6,9,8.7,22.5,28,0.192,0.167,-6
N Arizona,23.9,0.343,21,0.363,57.1,0.454,57,0.522,18.4,16.1,15.8,19.4,0.676,13.8,9.3,69.2,8.5,7.2,24.2,24.2,0.233,0.429,-5.3
N Carolina,22.9,0.362,22.9,0.349,61,0.508,62.1,0.483,14.4,16.4,18.1,13.4,0.772,11.7,10,72.1,9.3,6.2,27.6,23.2,0.727,0.5,8.6
N Colorado,26.1,0.38,20.4,0.379,57.4,0.552,60.5,0.509,18.2,17.5,18.1,18.9,0.719,12,10.3,72.2,6,7.3,24.3,23.8,0.563,0.688,-2.7
N Dakota St,20.9,0.353,19.8,0.324,56.7,0.511,61.4,0.47,16.1,17.5,18.9,15.6,0.76,11.7,8.7,70.1,7.2,7.4,27.5,24,0.677,0.6,-2.7
N Florida,27.1,0.324,19.1,0.339,55.1,0.477,62.8,0.48,16.1,16.1,16.7,18,0.731,14.9,11.5,71,7.4,11.3,22,24.2,0.286,0.375,-2.1
N Hampshire,23.1,0.366,21.5,0.342,56.1,0.481,54.5,0.498,13.7,15.2,14.2,14.6,0.673,9.3,8.8,64.5,7.9,5.5,23.7,22.5,0.5,0.375,-4.9
N Illinois,18.4,0.317,20,0.323,54.9,0.471,54.8,0.518,20.4,17.2,18.2,22.3,0.675,13.7,13.6,70.4,6.6,8.7,22,24.6,0.3,0.429,-2.1
N Iowa,23.8,0.344,27.8,0.354,55.7,0.533,57,0.544,13.9,17,19.1,13.2,0.791,11.2,12.6,70.2,5.3,6.1,23.8,24,0.621,0.5,3.2
N Kentucky,24.2,0.341,22.2,0.324,58.3,0.483,55.9,0.5,15.3,14.6,15.5,14,0.712,13.2,13.9,67.7,11.1,8.8,21.9,20.5,0.6,0.667,-3.8
N Mex State,22.9,0.328,25,0.3,55.5,0.542,58.6,0.458,16.3,19.1,19.7,16.3,0.693,14.1,11.5,69.5,9.8,8,25.4,20.2,0.793,0.625,0.3
Navy,17.5,0.323,19.7,0.332,55.7,0.47,52.3,0.457,16.1,16.9,17.2,16.6,0.656,12.9,13.2,66.9,9.8,6.6,23.7,21.4,0.645,0.556,-2.9
NC A&T,19.9,0.315,22.6,0.348,58.8,0.463,55.4,0.501,19.5,15.6,16.6,21,0.66,12.4,13.6,69.7,9.6,9,22.1,24.5,0.31,0.375,-5.2
NC Central,18.9,0.31,23.1,0.329,56.3,0.483,54.4,0.514,21.1,19.7,21.3,23.7,0.667,16.9,15.7,73,9.8,8.8,22.1,22.1,0.444,0.875,-7.7
NC State,24.5,0.341,20.3,0.359,62.4,0.459,58.7,0.532,16.5,16.8,18.2,17.3,0.725,10,12.7,71,9.8,8.9,21.8,25.7,0.344,0.375,5.9
NC-Asheville,21.5,0.332,18.7,0.283,55.8,0.5,60.2,0.524,16,19,21.2,16.8,0.733,12.7,13.2,71.6,7.4,9.5,21.9,23.6,0.482,0.4,-5.4
NC-Grnsboro,21.2,0.342,26.2,0.347,54.1,0.487,53,0.488,15.3,15.6,14.7,15.1,0.722,13,11.9,65.4,8.8,6.7,22.9,20.2,0.533,0.6,-1.3
NC-Wilmgton,21.6,0.323,17.3,0.364,58.5,0.468,55.1,0.487,18.2,17.9,19.5,18.8,0.724,10.4,13.6,68.9,8.9,9.1,21.3,24.5,0.7,0.667,-2.5
Neb Omaha,20,0.358,23.5,0.399,58.4,0.469,60.3,0.54,19.4,16.9,16.6,22.6,0.731,13.8,10.5,72.4,7.8,9,22.9,26.1,0.138,0.4,-5.1
Nebraska,21.9,0.32,25.5,0.347,58.6,0.518,63.2,0.512,17.4,18.2,19.5,18.6,0.731,12.6,13.4,74.5,6.3,10.6,24.6,27,0.313,0.2,7.1
Nevada,20.8,0.33,25.7,0.359,57.3,0.513,58.6,0.512,17.6,18.2,18.3,17.4,0.749,13,13,71.9,7.3,7.6,24.3,24.1,0.4,0.333,4.5
New Mexico,22.6,0.343,20.4,0.328,59.8,0.481,59,0.535,18.7,18,19.6,21,0.748,11.6,12.9,73.3,7.1,8.8,22.9,26.4,0.367,0.286,1.5
New Orleans,12.9,0.312,24.2,0.316,58,0.51,62.1,0.511,19.2,20.3,24.4,20.4,0.738,14.5,14.8,76.9,6.9,10.1,24.6,23.8,0.536,0.5,-7.7
Niagara,20,0.34,20.4,0.336,55.3,0.482,55.9,0.469,15.5,16.2,15.6,16.1,0.734,11,11.3,66.7,6.8,8.4,22.7,24.6,0.448,0.25,-1.9
Nicholls St,24.1,0.324,22.4,0.339,64.3,0.548,60,0.47,19,15.3,14.1,21.8,0.624,12.6,14.3,74.2,10.2,9.7,24.3,23.7,0.607,0.571,-6.2
NJIT,19.7,0.326,24.1,0.34,55,0.451,58.6,0.51,15.9,16.9,17,15.9,0.667,12.6,11.3,69,7,8.1,24.1,25.4,0.357,0.778,-5.7
Norfolk St,20.1,0.345,26.4,0.293,56,0.513,58.9,0.463,17.7,18.7,21.9,19.7,0.695,14.1,13.1,72.2,8.6,8.7,26.4,22.1,0.778,0.667,-7.5
North Dakota,25.8,0.335,20.9,0.381,58.5,0.447,59.9,0.558,17.6,18.6,18.5,18.3,0.736,12.1,9.4,70.8,8.2,7.6,23.4,25.7,0.138,0.25,-6.8
North Texas,20.9,0.357,14.3,0.282,49.9,0.499,48.7,0.476,16,17.1,19.2,15.8,0.654,11.4,12.1,62,8.7,6.1,21.8,20.4,0.786,0.75,2.2
Northeastrn,21.2,0.32,20.8,0.343,52.4,0.516,56.3,0.519,15.2,16.1,16,14.4,0.734,14,10.3,66.9,7,6.5,22.9,21.4,0.29,0.444,-0.6
Northwestern,24.1,0.346,22.9,0.368,62.3,0.473,55.7,0.477,17.6,16.8,15.7,19.4,0.719,9.8,13.5,71.6,8,6.7,23.7,26.4,0.467,0.375,8.3
*Notre Dame,24,0.377,20.7,0.317,55.8,0.52,58.7,0.499,13,15.3,15.4,13.5,0.759,10.3,9.9,67.6,6,7.2,25.5,23.7,0.677,0.727,7.2
NW State,21.1,0.344,21.7,0.34,61.6,0.484,62.7,0.544,17.6,16,15.4,21.4,0.702,14.8,12.6,75,8.6,10.4,22.4,25.2,0.207,0.167,-7.6
Oakland,24.2,0.297,25.6,0.31,57.8,0.525,60.4,0.529,14.1,16.9,19.7,13,0.788,12.4,14.1,70.3,9.2,10.5,22,22.6,0.6,0.667,-1.5
Ohio,27.1,0.341,21.2,0.31,59.3,0.504,55.9,0.516,14.5,17.9,18.1,15.6,0.732,10.6,14.2,70.1,8.4,7.3,23.3,25.2,0.719,0.333,-1.1
Ohio State,21.7,0.373,20.6,0.34,54.7,0.54,58.4,0.462,16.4,17.3,18.3,17.1,0.76,11,10.1,67.4,7.7,8.4,24.2,20.5,0.633,0.556,10.4
Oklahoma,21.7,0.339,18.8,0.309,52.7,0.57,54.8,0.505,15.7,15.4,14.9,14.7,0.743,14.9,13.8,68.2,6.5,7.4,22.7,21.1,0.546,0.417,10.6
Oklahoma St,18.2,0.295,23.1,0.324,57.9,0.498,57.7,0.436,17.4,16.8,19.1,18,0.667,15.1,16.1,72.2,10.3,9.6,24,22.6,0.5,0.417,10.2
Old Dominion,14.8,0.29,25.4,0.342,56.5,0.481,56.3,0.484,16.1,15.8,19.4,16.5,0.672,12.2,11.3,67.6,9.7,8.4,24.4,22.5,0.387,0.375,0.1
Oral Roberts,30.2,0.372,22.8,0.344,65.5,0.523,65.1,0.508,15.9,15.3,15,16.1,0.722,9.6,9.2,73.8,8.5,8.1,27.5,25.9,0.571,0.333,-2.6
Oregon,21.1,0.336,21.8,0.325,58.9,0.517,58.5,0.503,16.7,17.5,17.7,16.9,0.679,11.9,13.4,70.7,8.7,9,23.1,23.2,0.563,0.5,7.4
Oregon St,17.8,0.319,23.8,0.359,57.9,0.498,59.7,0.558,17.5,16.4,16,17.4,0.709,12.5,12.1,70.5,7.3,9.8,20.3,24.2,0.097,0,6
Pacific,18.9,0.314,23.8,0.392,57,0.458,56,0.521,16.9,16.9,18.4,15.8,0.683,12.1,13,70.6,7.1,6.1,23.1,26.1,0.214,0.75,-2.1
Penn State,23.5,0.342,21.3,0.352,55.2,0.499,56.2,0.456,15.4,14.2,12,14.7,0.735,11.8,8.7,64.7,7.9,7.3,25,21.7,0.452,0.417,9.7
Pepperdine,20.9,0.341,22.2,0.329,60.1,0.456,60.8,0.546,18,17,14.4,19.1,0.713,14.6,12.9,73.4,8.4,9.3,22.8,25.3,0.194,0.333,-0.1
Pittsburgh,17.1,0.314,23.4,0.368,50.9,0.465,54.5,0.495,15.3,17.2,20.1,16,0.696,13.6,10.6,65.4,8.9,7,22.3,21.2,0.344,0.462,5.1
Portland,21.8,0.345,25.1,0.346,57.1,0.483,61.6,0.484,16.5,20,19.1,15.8,0.802,13,12.2,72.3,7.1,8.8,25.2,25,0.533,0.556,-1.3
Portland St,20.7,0.297,20.8,0.367,60.9,0.484,55.5,0.512,20,18.7,19.2,21.9,0.742,12.3,16.9,74.2,8,8.7,21.2,25.8,0.414,0.364,-4.1
Prairie View,18.3,0.345,20.5,0.357,56.1,0.468,57.9,0.496,21.2,18.8,21.6,26,0.703,17.4,15,74.5,9.3,10.7,22,21.8,0.296,0.333,-4.7
Presbyterian,21.4,0.261,19.7,0.384,58.4,0.49,51.3,0.508,19.2,16.9,17.7,20.8,0.689,13.4,14.3,69.6,10.2,6.3,21,22.7,0.31,0.313,-4.9
Princeton,27.8,0.387,19.3,0.332,61.7,0.561,61.1,0.512,14.1,15,13.6,13,0.646,10.1,10.8,70.9,7.3,7.3,25.8,24.9,0.808,0.8,-2.2
Providence,21.3,0.343,21.6,0.312,55.9,0.496,59.8,0.466,16,18.8,21.5,15.7,0.726,11.7,10.6,69.3,8.8,8.3,24.7,22.1,0.833,0.846,8
Purdue,22.4,0.395,24.5,0.336,57.2,0.561,60,0.491,14.1,19.1,20.9,12.5,0.704,11.5,9.6,68.9,9.6,6.8,25.7,18.9,0.818,0.444,11.1
Quinnipiac,25.5,0.34,22,0.371,58.7,0.492,59.7,0.476,16.9,14.8,15.8,16.3,0.764,12.9,11.9,70.6,8.5,8.9,23.7,23.4,0.433,0.25,-3.4
Radford,22.5,0.298,19,0.354,55.2,0.477,51.2,0.513,17.9,16.1,15.4,19.1,0.68,13.5,13.3,67.1,8.4,6.9,21.3,23,0.333,0.5,-4.6
Rhode Island,15.7,0.338,23.4,0.326,54.3,0.505,56,0.445,17.4,18.1,19.6,18.3,0.619,14.1,13.1,69.5,8.3,8.3,24.7,22.7,0.467,0.286,1.5
Rice,24.1,0.365,22.2,0.334,56.4,0.518,63.4,0.516,14.1,16.8,18.1,13.3,0.716,12.7,9.9,70.7,7,9,25.3,23.6,0.467,0.455,-2
Richmond,24.3,0.338,20.5,0.343,57.4,0.523,58.1,0.501,13.8,15.5,17.6,13.5,0.722,9.8,13.1,69,6.6,8.5,23.7,25.1,0.647,0.5,4.5
Rider,16.9,0.316,25.1,0.345,60.5,0.449,57.3,0.472,17.2,16.3,16.5,19.1,0.736,11.9,12.7,70.5,9.5,8.9,24.7,25.2,0.406,0.5,-2.7
Rob Morris,17.6,0.329,21.3,0.369,55.5,0.516,59.4,0.519,15.7,14.5,15.6,17.2,0.761,14.2,11.5,69.5,7.8,9.2,21.9,21.5,0.226,0.333,-4.3
*Rutgers,18.1,0.336,22.5,0.34,57.6,0.491,56,0.465,15.8,15.4,15.5,16.1,0.701,11.5,12.1,67.7,8.9,7.8,23.5,22.9,0.581,0.539,8.9
S Alabama,19.1,0.342,21.4,0.321,55.1,0.519,55.8,0.467,17.1,16.8,17.1,17.2,0.712,13,14,68.7,7.4,9.4,22.6,22.3,0.577,0.375,-2.6
S Car State,21.1,0.306,22.8,0.357,64.1,0.421,59,0.477,19.8,18,20.5,22.1,0.695,14.8,14.9,75.7,12.8,8.6,24,26.1,0.429,0.6,-9.2
S Carolina,21.2,0.313,20.5,0.319,61,0.474,57.4,0.469,19.8,18.1,17.8,23.8,0.671,15.5,15.5,74.2,10.8,10,22.6,23.3,0.567,0.857,7
S Dakota St,20.1,0.442,26,0.352,58.5,0.563,62.8,0.506,15.8,18.5,20.6,13.4,0.76,11,11.4,73.1,6.2,7.5,26.4,22.1,0.875,1,-0.4
S Florida,17.6,0.252,22.4,0.338,57.7,0.428,53.8,0.466,17.1,15.4,14.7,18.1,0.666,12.5,12.5,67.7,9.3,7.4,22.7,25,0.258,0.429,1.9
S Illinois,21.6,0.351,16.3,0.324,51.7,0.506,51.1,0.502,15.3,14.7,15.1,14.1,0.69,11.4,11.8,64.1,5.9,5.9,21.7,22.7,0.5,0.385,1
S Methodist,24.2,0.363,21,0.303,56.8,0.503,62.6,0.446,15.3,17.7,20.4,15.9,0.742,12.3,11.9,71.4,8,10.2,26.3,23.5,0.742,0.75,5.3
S Mississippi,16.7,0.31,25.3,0.374,56,0.47,59.2,0.526,16.3,14.9,14.9,16.6,0.687,13.4,10.8,69.3,7.1,8.6,23.2,24.9,0.161,0.5,-3.3
S Utah,23.7,0.337,23.5,0.336,59.4,0.531,58.7,0.525,17.2,17.8,20.6,16.4,0.705,12.2,12.6,73.1,7.8,6.4,25,24.1,0.621,0.6,-2.8
Sac State,18.4,0.351,20.2,0.342,55.1,0.469,54.9,0.534,17.3,15.9,15.6,18.5,0.689,11.1,11.7,67.7,6.2,7.4,21.6,25.4,0.333,0.5,-5.3
Sacred Hrt,23.2,0.342,23.6,0.35,59.6,0.505,61.6,0.536,15.8,16.2,14.9,15.7,0.731,13.6,10.9,70.6,9.1,9.8,22,22.8,0.31,0.333,-6
Saint Louis,18.1,0.363,20,0.317,59.2,0.492,57.8,0.479,18.1,17.1,19.4,19,0.761,13.1,12.7,71.5,9.7,8.2,25.3,21.1,0.667,0.455,4.3
Sam Hous St,24.8,0.336,22.4,0.319,58.6,0.468,52.5,0.491,17.9,15.9,14.7,18.2,0.605,12.2,13.8,67.7,10,7.2,22.6,24,0.533,0.5,-1.2
Samford,25.3,0.331,27.6,0.345,58.7,0.534,58.7,0.526,17.6,16.5,17,18.8,0.728,13.5,12.5,71.4,9.1,8.6,23.2,22,0.621,0.714,-2.4
San Diego,15.8,0.321,16.5,0.332,57.3,0.462,59.3,0.49,15.9,16.1,14.6,14.1,0.713,12.6,10.8,68.9,7.8,8,23.7,24.5,0.448,0.444,-0.2
San Diego St,16.9,0.358,20.3,0.304,54.7,0.466,53.1,0.431,17.4,17,17.1,16.3,0.695,12.7,14.3,67.4,8.2,7.7,23.6,21.9,0.742,0.556,6.2
San Francisco,26.8,0.347,17.4,0.289,60.4,0.539,57.2,0.484,17.9,17.1,17.2,18.4,0.692,12.8,13.1,72,9.3,7.1,25.3,23.2,0.719,0.5,6.5
San Jose St,24.5,0.345,19.7,0.358,54.7,0.482,58,0.534,16.4,14.4,12.3,15.6,0.656,13.2,10.4,67.2,6.6,8.4,21,25.1,0.233,0.4,-0.2
Santa Clara,18.9,0.388,20.5,0.348,59.4,0.538,63.5,0.47,15,16.4,16.4,13.5,0.762,11.5,11.9,72.8,6.4,8.6,25.9,23.3,0.656,0.5,3.9
SC Upstate,21.9,0.359,23.8,0.329,56.2,0.496,58.3,0.523,19.4,16.2,16.2,21.9,0.749,13.1,12.4,71.2,6.1,9.4,22.4,24.8,0.429,0.6,-5.4
SE Louisiana,24.7,0.345,23.1,0.342,56.9,0.521,62.4,0.552,17,19.4,22.2,17.1,0.762,14.6,14.5,74.5,7.9,10.3,21.8,24.3,0.517,0.833,-7.1
SE Missouri,25.3,0.352,22.3,0.345,58.3,0.506,58.4,0.528,20.4,19.4,21.4,23.1,0.73,13.1,13.2,73.9,8,8.5,23.1,24.8,0.4,0.5,-4.5
Seattle,28.4,0.331,20.6,0.313,61.9,0.472,56.1,0.461,20.9,18.1,17.8,22.8,0.764,11.8,14.8,73.7,8.5,8,25.5,26.9,0.7,0.667,-3.1
Seton Hall,21.5,0.333,20.2,0.31,60.4,0.462,59.1,0.448,15.7,16.2,18.6,16.4,0.756,12.1,12.7,70.5,10.7,9.2,25.1,23.4,0.667,0.643,9.2
Siena,19,0.356,17.4,0.333,55.9,0.463,58.2,0.487,16,15.8,16.2,17,0.733,12.6,11.8,69.4,6.8,8.6,23.1,24.2,0.517,0.667,-2.3
SIU Edward,19.8,0.293,23.1,0.33,57,0.478,57.7,0.487,18.8,18,19.7,21.7,0.697,15.3,13.5,72.3,9.6,9.1,23.2,22.7,0.3,0.333,-5.5
South Dakota,18.9,0.373,20.8,0.362,56.8,0.5,55.8,0.517,18.1,19.2,19.4,19,0.754,10.3,10.5,68.8,7.6,6.3,23.6,23.1,0.586,0.667,-3.9
Southern,19.6,0.35,18.6,0.284,57.5,0.475,52.3,0.529,21,18.7,19.3,23.9,0.702,14.7,18.1,73,8,9.1,20.8,23.9,0.517,0.444,-5.1
St Bonavent,18.2,0.318,25.4,0.343,58.4,0.511,56.9,0.489,13.3,15.4,15.7,13.1,0.747,10.6,12.9,68.5,8.1,7.4,22.9,23,0.69,0.714,4.7
St Fran (NY),22.2,0.313,17.2,0.333,60.5,0.454,56.4,0.527,16.3,14.4,14.1,18.3,0.709,12.2,12.9,69.9,9.1,8.6,21.7,24.9,0.31,0.333,-6.2
St Fran (PA),18.7,0.315,23.3,0.359,59.8,0.467,60.6,0.514,14.9,16.3,17.8,15.5,0.645,12.5,12.6,70.7,9.9,9.9,22.5,25.1,0.276,0.167,-5.7
St Johns,21.6,0.335,23.3,0.341,66.8,0.51,60.9,0.475,17.9,16.8,17.4,20.3,0.677,11.9,15.9,76.4,10.3,10.3,24.7,25.3,0.531,0.3,8.1
St Josephs,26.6,0.336,18.9,0.318,59.1,0.49,60.4,0.476,16.1,13.7,13.6,16.3,0.654,13.5,9.4,70.6,7.7,7.9,26,24.7,0.367,0.333,1.7
St Marys,20.4,0.351,15.5,0.344,56.5,0.525,53.6,0.47,15.6,14.6,13.1,13.1,0.767,11.2,12.8,66.9,7,5.9,23.7,21.3,0.774,0.857,7.7
St Peters,16.6,0.348,19.1,0.294,54.6,0.459,52.6,0.44,19.6,18.2,20.4,21.6,0.685,14,14.1,69.3,9.1,7.6,24.2,22.3,0.621,0.429,-1.1
St. Thomas (MN),29.6,0.344,22.1,0.401,59.4,0.525,55.2,0.58,17.4,16.1,14.1,17.9,0.771,8.4,10.8,68,6,7.2,19.6,26.1,0.259,0,-6.3
Stanford,21.5,0.339,21.9,0.327,55.6,0.492,56,0.529,17.4,16.6,16.7,16.2,0.659,15,11,68.3,10.1,6.5,24.1,21.1,0.5,0.636,7.5
