Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
N Mex State,19.6,0.311,24,0.346,56.4,0.469,56.3,0.498,20.7,16.3,18.6,25.1,0.692,12.3,11.1,69.8,7.7,9.4,23.1,24.6,0.333,0.625,-2.6
Navy,19.2,0.296,21.9,0.329,58.2,0.438,53.7,0.509,18.2,18.4,20.3,19.1,0.714,10.3,13.5,67.9,9.9,8.6,21.7,24.1,0.4,0.5,-7.7
NC A&T,20.9,0.287,22.5,0.352,58.5,0.444,60.3,0.555,15.3,16.7,19.9,17.8,0.713,9.4,10.8,69.8,7.5,9.8,20.3,27.5,0.219,0.429,-4.7
NC Central,21.4,0.33,21.2,0.298,56,0.506,56.9,0.512,17.8,18.2,22.6,20.7,0.694,11.8,12.2,69.1,8.8,10.2,22,22.7,0.52,0.667,-7.6
NC State,20.9,0.346,20.3,0.351,61.5,0.495,57.7,0.496,16.9,15.9,18.9,19.6,0.723,9.6,12.5,70.9,9.4,8.6,23.3,24.5,0.548,0.4,6.8
NC-Asheville,21,0.364,21.5,0.329,56.4,0.505,60,0.506,17.4,19.7,23,20.6,0.751,12,11.9,71.7,7.6,9.8,22.8,22.5,0.613,0.643,-2.4
NC-Grnsboro,25.5,0.389,24.9,0.343,58,0.492,56.3,0.48,17.4,16.2,15.8,20.1,0.731,10.9,11.8,68.3,8.8,8.6,22.5,22.3,0.633,0.667,-1.7
NC-Wilmgton,23.6,0.33,20.7,0.355,59.5,0.521,56.5,0.508,17.1,17.5,19.6,18.7,0.765,8.5,11.4,68.2,9.2,8.4,21.8,22.9,0.643,0.571,-0.9
Neb Omaha,18.4,0.319,24,0.358,56.4,0.506,56.9,0.536,16.9,18.4,22.3,18.5,0.75,9.8,10.9,69.1,7.4,7.7,22.7,24.5,0.393,0.333,-5.7
Nebraska,26.2,0.357,26,0.318,59,0.524,62.2,0.451,15.8,16,19,17.2,0.754,11.2,11.5,71.1,8.3,10.5,26.6,23.4,0.71,0,8.2
Nevada,18.3,0.366,23.1,0.311,54.4,0.525,55.7,0.492,17.7,21.2,24.6,18.8,0.723,10,11.7,68.5,7.6,7.8,24.1,22.1,0.807,0.6,5.2
New Mexico,19.4,0.338,20.7,0.317,64.9,0.517,58.5,0.5,17.9,18.2,21.9,20.3,0.715,10.3,14.3,74.8,10.4,8.1,24.7,23.3,0.7,0.571,5.4
New Orleans,17.4,0.305,19,0.36,60,0.454,59.8,0.55,19.7,20.4,23.5,23.2,0.707,12.5,14,74.6,9,10.3,20.8,26.4,0.214,0.333,-9
Niagara,17.1,0.363,16,0.353,54.7,0.506,57.9,0.519,15,18.2,20,17.7,0.753,11.8,11.1,69.5,6.4,7.8,22.3,22.8,0.483,0.5,-5.1
Nicholls St,23,0.365,21.3,0.317,56.7,0.48,59.9,0.508,19.1,16.9,21.1,23.3,0.724,13,11.6,72.1,7.9,10.1,22.8,24,0.536,0.889,-5.8
NJIT,23.2,0.296,20.5,0.35,59.1,0.447,57.4,0.523,19.3,15.6,18.4,22.8,0.707,11.2,11.4,69.8,9.4,9.7,22,26,0.222,0.6,-5.1
Norfolk St,17,0.316,22.9,0.34,52.5,0.483,50.4,0.482,18.9,18.6,22.3,22.5,0.73,12.1,14.5,66.8,8.9,8.4,19.7,21.3,0.63,0.778,-6.6
North Dakota,25.1,0.323,19.8,0.352,60,0.514,58.3,0.522,15.6,17.4,19.3,17.2,0.704,10.3,10.5,69.9,9.6,7,23.3,24,0.517,0.571,-5.7
North Texas,21.5,0.374,18.9,0.323,55,0.477,51.5,0.465,17.4,14.9,15.9,20.5,0.741,11.5,12.4,64.8,9.2,8.8,21.3,20.7,0.536,0.231,3
Northeastrn,20.1,0.318,21.8,0.375,55.6,0.533,56,0.523,15.2,15.3,16.6,15.8,0.748,12.4,11.2,67.5,8.6,7.1,21.5,19.9,0.375,0.3,-1.9
Northwestern,21,0.396,19.3,0.355,57.4,0.5,52.4,0.505,17.8,16.8,17.1,20.7,0.748,8.7,12.4,67.1,7.2,7.6,21.7,22.6,0.677,0.727,8.6
Notre Dame,24,0.313,21.3,0.326,55.6,0.477,57.9,0.473,15,14.5,14.9,15.5,0.731,12.5,10.1,67,8.4,8.2,24.9,23.6,0.387,0.444,5.5
NW State,19.7,0.313,21.4,0.326,57.3,0.48,57.6,0.538,18.9,17.8,21,24,0.662,13.5,12.9,71.5,9.5,10.2,21,24.2,0.233,0.167,-7.5
Oakland,23.4,0.356,24.1,0.351,57.8,0.522,57.9,0.504,14.6,15.5,17.2,15.4,0.767,11.4,11.4,68.3,8.8,8.6,22.9,21.6,0.656,0.875,-0.6
Ohio,24.6,0.357,21.4,0.338,59.2,0.523,58.2,0.49,17.3,17,19.4,20.2,0.727,9.9,13,70.7,8.3,9.4,22.6,23.6,0.6,0.273,-2.7
Ohio State,20.6,0.34,19.4,0.349,57.9,0.512,58.4,0.463,16.7,18.2,19.8,17.5,0.77,10.5,10.7,68.6,9,9.1,24.2,21.6,0.613,0.625,8.3
Oklahoma,21.6,0.344,20.8,0.297,56.4,0.539,58.1,0.489,16,17.8,21,17.8,0.748,12.3,11.2,70,8.6,7.9,24.1,21.6,0.645,0.714,9.7
Oklahoma St,24.2,0.335,19.5,0.336,56,0.525,59,0.52,16,16.8,19.4,16.1,0.698,12.9,11.6,70.1,7.6,8.5,22.8,23,0.387,0.25,6.7
Old Dominion,22,0.318,24.8,0.355,62.7,0.475,59.1,0.5,18.2,15.2,17,23.5,0.662,10.7,12.9,73.3,8.5,9.6,23.3,27.8,0.194,0.125,-2
Oral Roberts,24.9,0.36,23.4,0.358,59.3,0.49,60.8,0.5,18,13.8,15.4,19.6,0.754,9.9,10.1,70.2,6.3,9.9,23.8,26,0.321,0.375,-3.8
Oregon,22,0.347,20.4,0.351,59.5,0.524,57.5,0.514,16.4,17.4,19.2,18,0.711,10.5,12.3,70.9,8.3,7.5,22.8,23.2,0.645,0.7,7.3
Oregon St,18.5,0.332,22,0.326,54.5,0.497,57.8,0.524,18.8,18.6,19.9,20.7,0.74,12.4,11.4,69.7,6.7,9.2,22.5,22.5,0.4,0.667,5.3
Pacific,19.9,0.314,23.2,0.357,54.9,0.46,58.4,0.582,17.5,18.4,20.4,21.3,0.646,11.7,11.1,70.5,5.2,9.6,19.4,27.4,0.133,0.429,-5.9
Penn State,23.2,0.335,19,0.307,59.5,0.514,57.2,0.533,18.2,17.4,20.5,21,0.742,11.2,14.7,72.8,8.1,8.8,21.1,24.5,0.484,0.429,7.5
Pepperdine,18.2,0.361,17.2,0.385,56.1,0.495,54.7,0.537,16,17.4,18.3,18.3,0.704,10.9,11.3,67.8,8,6.7,20.9,22.5,0.355,0,-1.7
Pittsburgh,27,0.357,21.5,0.31,60.6,0.501,55.8,0.505,15.4,16.9,18.7,16.8,0.701,9.1,11,68.4,10.2,6.5,24.4,24.2,0.677,0.75,6.7
Portland,25.1,0.341,28.4,0.38,56.5,0.499,62.8,0.54,15,17.7,17.9,14.2,0.714,11.7,9,70.1,6.5,8.5,23,25.2,0.323,0.5,-2.2
Portland St,22.9,0.323,21.5,0.357,60,0.458,56.8,0.507,18.2,17.6,20.4,19.3,0.686,11.4,13,71.3,9.6,7.9,22.6,25.4,0.5,0.667,-4.8
Prairie View,15.4,0.304,18.1,0.352,58.5,0.456,55.2,0.541,20.2,19.3,21.6,25.7,0.716,12.8,16.3,73.6,8.2,9.8,19.5,26.1,0.276,0.75,-8
Presbyterian,18.5,0.331,19.4,0.349,56.3,0.521,54.5,0.527,19,18.5,21,23.5,0.666,11.8,12.1,70.3,7.4,7.7,21.5,23.4,0.379,0.333,-5.8
Princeton,28.6,0.358,22,0.326,56.8,0.564,55.8,0.523,13.5,16.8,16.8,13.5,0.809,7.7,10.6,65.9,6.2,7.3,23.2,22.4,0.88,0.8,0.4
Providence,25.2,0.332,20.5,0.342,57.4,0.54,60.2,0.455,15.5,17.5,18.4,16.1,0.709,12.5,12.1,71.2,7.8,8.3,25.6,23.1,0.613,0.5,8.2
Purdue,20.8,0.411,23.2,0.32,58.8,0.535,62.2,0.477,14.2,20.2,24.7,14.6,0.722,11.4,9.8,70.9,11.2,7.9,26.7,18.7,0.903,0.6,12.6
Queens,25.5,0.329,23.4,0.341,62.6,0.501,63.8,0.558,17.5,18.1,21,18.8,0.71,11.5,11.3,75.2,8.7,9.1,23.6,25.9,0.387,0.429,-3
Quinnipiac,21.5,0.346,22.5,0.343,61.5,0.501,61.2,0.479,16.8,15.4,18.8,18.4,0.784,12.3,12.6,73.3,9.8,8.9,24.5,22.8,0.733,0.857,-5
Radford,19.8,0.357,23.3,0.324,57.9,0.494,58.7,0.524,17.2,15.2,16.2,18.6,0.733,10.7,10.4,67.7,8.7,10.1,21.9,21.5,0.452,0.333,-3.1
Rhode Island,18.6,0.351,24.3,0.359,55.9,0.51,61.5,0.517,17.1,18.4,21.9,18.3,0.647,12.8,9,70.6,8.1,8.9,23.6,22.5,0.367,0.5,0.5
Rice,23.2,0.328,23.3,0.375,58.5,0.508,60.5,0.5,14.8,15.8,17.4,16.9,0.693,11.9,10.3,70.1,8.5,8.7,23.6,24.2,0.333,0.429,-0.4
Richmond,20.3,0.368,24.1,0.314,57.2,0.521,58.8,0.464,14,15.4,16.2,15.5,0.733,8.7,11.6,69,4.8,8.5,26.3,26.1,0.742,0.75,2.7
Rider,16.7,0.343,22.6,0.347,59.3,0.47,58.6,0.483,17.5,16.5,19,21.1,0.754,12.5,11,70.8,9.7,9.2,24.5,22.7,0.467,0.615,-3.1
Rob Morris,25.5,0.337,20.2,0.343,59.9,0.5,58,0.543,17.9,15.6,16.7,21.3,0.719,13.9,11,71,10.7,8.2,20.8,23,0.267,0.3,-5
Rutgers,19,0.289,22.2,0.327,60.2,0.439,56.4,0.459,16.9,17,20,19.3,0.66,11.4,14.8,70.6,10.5,9.6,23.1,26.4,0.484,0.8,8.2
S Alabama,21.1,0.351,22,0.319,58.5,0.499,60.9,0.523,16.8,16,18.5,20.6,0.748,11.6,11.9,72.4,6.5,10.1,23.2,25.3,0.483,0.429,-4.1
S Car State,18.7,0.321,20.6,0.339,59.7,0.449,53.3,0.536,20.6,18.3,21.5,25.7,0.692,14.8,15.3,72.4,12.4,8.3,20.9,21.7,0.414,0.444,-6.8
S Carolina,24.5,0.339,17.8,0.334,57.9,0.515,56.3,0.462,16,16.2,18,17.7,0.717,10.2,9.8,67.1,9.3,7.6,22.6,21.4,0.807,0.727,6.9
S Dakota St,21.8,0.365,26.7,0.352,55.4,0.561,56.9,0.489,14.6,16.5,16.8,15.9,0.727,11,11,67.9,6.7,7.4,23.7,22.6,0.586,0.4,-2.9
S Florida,23.8,0.36,22,0.309,57.6,0.494,58.2,0.48,17.1,18.6,22.1,19.9,0.741,10.8,13,71,8.5,9,24.1,24,0.793,0.8,0.9
S Illinois,23.8,0.343,16.6,0.303,54.4,0.533,54.4,0.521,18.2,17.6,19.5,19.8,0.77,11.1,10.7,67.7,6.8,7.2,22.9,22,0.581,0.462,-0.2
S Indiana,20.4,0.316,20.8,0.333,56.2,0.445,55.6,0.493,21.6,18.8,21.1,27,0.744,13.6,11.7,71.5,8.5,8.4,24.2,24.4,0.172,0.182,-7.9
S Methodist,22.5,0.346,21.5,0.313,63.2,0.505,58.3,0.458,16.9,15,17.9,19.4,0.68,11.2,13,70.7,12.4,9.7,23.7,21.4,0.633,0.364,3.3
S Mississippi,19.1,0.337,20.4,0.357,56.6,0.472,59.1,0.489,17.3,17.3,21.4,19.5,0.708,12.8,11.9,71,8.5,9.5,23.6,23.7,0.467,0.667,-2.6
S Utah,20.8,0.294,16.5,0.343,59.4,0.508,60.7,0.53,17.9,19.3,21.5,19.6,0.728,12,12.1,72.9,8.3,9.6,20.7,24.6,0.276,0.1,-2.5
Sac State,21.7,0.32,20.7,0.348,52.6,0.491,53.9,0.551,17.2,16.8,17.6,18,0.723,15,10,66.1,9.4,6.9,21.9,19.4,0.258,0.357,-4.1
Sacred Hrt,19.9,0.359,24.5,0.353,58.2,0.502,58.7,0.507,17.1,15.7,18.5,18.8,0.699,11.9,14.1,72.1,7,9.6,22.3,23.8,0.467,0.375,-8.4
Saint Louis,21.5,0.366,25.5,0.365,57.1,0.492,59.5,0.539,17.9,17.3,20.3,20.9,0.761,11.7,10,71.1,7.4,8.3,22.9,23.6,0.367,0.6,1.9
Sam Hous St,20.7,0.355,22.3,0.324,58.3,0.462,56.4,0.511,18.2,18,20,20.2,0.729,13,13.1,71.2,9.6,7.8,23.6,22.6,0.621,0.857,-0.8
Samford,24.8,0.396,23.7,0.341,60.4,0.557,59.2,0.495,18.9,19,21.4,21.7,0.729,13.4,15.9,75.4,8.4,10.1,23.4,21.8,0.839,0.8,-1.9
San Diego,20.4,0.348,23.5,0.339,59.8,0.474,59.1,0.537,19.3,16.4,19.2,22.8,0.721,13.2,13,73.8,8.1,9.3,22.1,25,0.516,0.909,-3
San Diego St,22.1,0.317,23.5,0.305,58,0.522,57.2,0.488,17.5,18.8,21.6,18.2,0.732,11.1,12.7,69.9,9.4,8.7,23.9,21.8,0.69,0.444,7.5
San Francisco,23.7,0.349,19.9,0.334,59.3,0.572,52.6,0.485,18.5,15.2,14.2,20.3,0.761,11.6,13.9,69.5,8.5,6.3,23.3,21.4,0.71,0.375,2.2
San Jose St,24.2,0.345,19.8,0.391,57.5,0.514,56.3,0.519,17.2,14.2,13,20.4,0.696,10.4,10.7,68,6.3,8.4,21.1,24.7,0.267,0.333,0.5
Santa Clara,23.3,0.342,22.2,0.315,60,0.529,60.3,0.485,17.8,18,19.1,20.1,0.715,12.9,10.1,71.7,10.6,7.9,25.8,21,0.613,0.286,2.2
SC Upstate,22.1,0.325,18.7,0.339,56,0.502,53,0.529,19.2,16.1,16.6,24,0.646,11,12.4,67.6,6.7,9.7,19.2,25.3,0.259,0.5,-3.8
SE Louisiana,20.9,0.341,25.8,0.334,54.3,0.466,57.6,0.522,16.4,16.4,19,17.4,0.74,14,11.6,68.5,8.7,9.1,22.3,21.2,0.414,0.5,-7.3
SE Missouri,19.9,0.3,17.1,0.315,59.3,0.451,56.3,0.54,20.3,16.4,16,24.9,0.684,12.2,12.1,71.3,8.1,8.6,21.4,27.4,0.185,0.5,-9.8
Seattle,22,0.338,19.3,0.297,57.6,0.5,57.3,0.472,19.4,18.5,20,21.3,0.73,13.1,12.3,71.6,8.6,8.2,25.2,22.7,0.567,0.333,-1.2
Seton Hall,17.6,0.325,24.7,0.338,58.4,0.502,58.4,0.48,15.5,16.9,18.9,15.9,0.776,12.7,12.1,69.5,10.8,8.4,23.6,20.4,0.645,0.6,8.2
Siena,18.9,0.281,20.4,0.354,55,0.458,60.4,0.508,15.3,16.2,17.1,16.9,0.66,15.8,9.8,68.9,10.1,9.3,22.2,22,0.129,0.444,-5
SIU Edward,21.8,0.325,20.6,0.362,59.1,0.462,55.1,0.492,16.9,16.5,18.8,20.5,0.727,10.5,11.7,69.3,8.8,7.6,22.5,24,0.467,0.625,-7.1
South Dakota,20.2,0.376,24.8,0.362,58.7,0.496,64.7,0.523,16.3,16.8,17.9,17.6,0.751,12.9,8.2,72.2,7.6,9.2,24.2,23.3,0.31,0.455,-6.4
Southern,21.1,0.331,19,0.321,55.6,0.499,52.8,0.514,19.8,17,19.3,24.3,0.665,14.2,15.7,71.4,7.7,8.5,20.5,23.4,0.536,0.667,-6.9
St Bonavent,21,0.373,22.4,0.33,56.6,0.514,53.9,0.526,16.8,15.9,17.9,18.6,0.769,10.7,13,67.9,8.2,7.6,22,21.7,0.6,0.625,2.4
St Fran (PA),19.5,0.332,20.9,0.354,55.4,0.458,56.3,0.529,17.7,16.4,18,20,0.606,14.1,11.4,68.2,10,8.8,21,22.5,0.214,0.5,-9.2
St Johns,21,0.336,20.6,0.344,64.7,0.507,57.8,0.475,18,15.7,17.6,19.7,0.714,11.1,13,71.5,12.5,8.8,23.3,21.5,0.613,0.5,9.2
St Josephs,28.5,0.359,25.9,0.34,59.8,0.526,59.5,0.477,15.7,16.2,18.1,17.9,0.725,11.1,12.4,71.2,8.7,8.9,24.3,22.5,0.613,0.5,1.7
St Marys,21.6,0.353,15.5,0.323,58.8,0.527,52.8,0.432,16.5,15.7,16.3,17.3,0.678,10.1,10.9,65.9,10.9,5.7,24.6,18.5,0.767,0.7,5.1
St Peters,17.5,0.336,17.9,0.326,56,0.426,50.6,0.473,19.1,18.2,20.9,21.9,0.728,12.9,14,67.9,10.5,7.6,21.3,21.5,0.536,0.429,-4.3
St. Thomas,24.8,0.362,20.6,0.337,54.2,0.553,52.5,0.528,15.9,16.2,16.1,15.3,0.725,9.4,11.9,65.2,5.8,6.7,20.7,22.3,0.586,0.273,-4.7
Stanford,24.3,0.377,23.4,0.356,58.8,0.534,62.9,0.509,15.4,16.4,16.3,16.3,0.741,12.9,11.1,73.6,6.1,8.1,25.2,23.9,0.433,0.2,6.3
Ste F Austin,18.1,0.326,19.4,0.364,56.7,0.495,53.9,0.454,21.4,20.7,23.8,25.8,0.711,16.1,16.6,74.1,10,8.7,22.7,20.9,0.517,0.5,-1.8
Stetson,23.8,0.365,22.8,0.345,56.8,0.525,61.1,0.522,15.2,16.8,18,15.8,0.763,10.6,9,68.3,7.6,9.4,21.9,22.2,0.613,1,-3.8
Stonehill,27.2,0.301,28,0.359,57.9,0.479,60.7,0.517,15.5,14.1,13.1,17.9,0.697,13.6,11.5,71,6.8,9.7,22.9,26.8,0.1,0,-8
Stony Brook,21.6,0.35,25.8,0.345,59.7,0.491,61.3,0.489,15.3,15.4,17.5,17,0.748,10.4,10.5,70.4,7.8,9.7,24.7,24.1,0.563,0.556,-2.2
Syracuse,20,0.334,22.7,0.347,59.3,0.519,60.9,0.535,15.6,16.5,20.7,16,0.72,11.2,14.7,73.3,7,9.8,22.5,25.6,0.633,0.714,6.7
Tarleton State,17.3,0.331,20.2,0.334,58.6,0.494,55.8,0.499,18.1,16.6,17.8,20.1,0.759,11.6,13.7,69.3,9.1,10,21.1,22.4,0.714,0.769,-1.3
Temple,26.8,0.311,22.3,0.339,62,0.45,58.1,0.512,17.2,16.5,19.8,21,0.717,9.8,11.9,71.2,9.6,9.2,22.6,26.8,0.367,0.444,-0.3
Tennessee,25.3,0.346,24.5,0.314,61.8,0.519,58.8,0.436,17.5,18.4,21.5,20.9,0.748,10.2,13.3,72,10.7,9.5,25.6,23,0.774,0.2,11.8
Texas,20.4,0.366,18.5,0.348,58.7,0.534,56.9,0.473,17.3,16.2,17.6,19.5,0.757,11.5,12.8,70.2,8.6,8.4,22.8,21.3,0.645,0.5,10.2
Texas A&M,24.4,0.278,25.8,0.333,63.2,0.472,57.9,0.491,16.1,19.1,23.4,17.3,0.702,9.7,11.4,68.8,15.5,8.5,23.9,21.6,0.581,0.444,9.4
Texas State,13.6,0.315,19.6,0.321,56.1,0.47,55.4,0.506,17.9,17.8,21.2,21.2,0.694,13.7,12.8,70.5,8.9,8.3,22.4,22.6,0.455,0.286,-0.9
Texas Tech,23.6,0.363,22.6,0.323,57.5,0.52,59,0.493,14.8,17.1,19.4,15.9,0.775,10.8,11.6,68.8,8.6,9.5,22.9,21.6,0.71,0.8,9.1
TN Martin,24,0.362,27.5,0.327,63,0.482,67,0.494,14.9,17.4,20.7,16.5,0.77,11.1,9.8,75.5,8.4,9.2,28.6,25.6,0.607,1,-6.4
TN State,20,0.313,19.1,0.327,55.5,0.498,55.7,0.486,20.4,17.9,21.1,24.7,0.765,13.7,13,71.1,7.7,9.6,22.2,22.6,0.483,0.636,-7.7
TN Tech,18.5,0.323,22.4,0.348,54.1,0.492,59.3,0.527,14.3,15.6,16.8,14.6,0.714,12,10.4,68.9,5.2,7.8,22.1,25.8,0.25,0.286,-7.9
Toledo,17.2,0.38,22.2,0.344,60.3,0.521,59.7,0.561,15.5,18,21.3,15.6,0.763,10.7,13.1,72.6,8.2,8,22.5,22.4,0.645,0.667,-0.3
Towson,19.3,0.328,19.8,0.334,56.7,0.464,54.1,0.475,16.7,15.9,20.1,17.1,0.66,12.2,10.7,65.6,12.7,7.3,23.5,19.7,0.594,0.8,-1.3
Troy,23.7,0.353,19.1,0.359,59.1,0.482,56.9,0.477,19.3,18.8,24.4,22.6,0.731,14,14.9,73.7,10.5,9.1,22.9,21.6,0.586,0.333,-2.1
Tulane,20.6,0.353,27,0.345,57.7,0.548,64.2,0.506,17.3,19.9,26.5,21,0.733,11.5,12.7,76.3,5.3,10.6,24.3,26,0.448,0.222,1.6
Tulsa,23.3,0.319,23.6,0.326,57.1,0.517,60.4,0.499,17.2,18.6,22.8,20.7,0.74,13.3,13.2,74,7.3,9.5,24.8,24.2,0.517,0.571,-1.7
TX A&M-CC,17.5,0.302,19.1,0.312,60.4,0.474,53.1,0.477,21.1,18.3,21.7,25.2,0.715,12.3,13.7,71.7,10.9,7.6,24.6,23.1,0.63,0.429,-6.6
TX A&M-Com,27.4,0.296,17.6,0.344,59.5,0.479,57.9,0.523,17.8,15.4,18.4,22.9,0.693,11.9,12.8,72.2,7.6,9.7,20.4,27,0.345,0.6,-8
TX Christian,18.5,0.364,19.8,0.325,61.2,0.521,57.1,0.51,17.6,17.7,21.6,20.3,0.73,12.7,14.9,73.7,10.4,8,23.2,20.8,0.645,0.5,9.3
TX El Paso,17.4,0.311,17.5,0.323,55.2,0.489,50.7,0.536,19.9,19.4,23.5,23.6,0.679,14.9,18.6,72.4,8.7,8.3,19.9,23.5,0.464,0.375,-2.3
TX Southern,23.3,0.315,20.5,0.328,59.6,0.463,56.8,0.483,18.6,16.5,18.4,22.4,0.712,12.9,12.6,71.4,9.7,8.8,22.9,23.6,0.464,0.444,-6.4
TX-Arlington,24.1,0.345,20.5,0.345,57.5,0.498,57.9,0.472,20.7,19.8,22.8,23.5,0.736,15.6,13.8,73.9,10,8.8,23.7,21.8,0.552,0.5,-0.4
TX-Pan Am,16.7,0.29,20.6,0.339,57.1,0.458,61.4,0.542,18.2,19.1,23.5,21.1,0.711,14,13.8,75.1,7.4,9.8,21.2,26.4,0.138,0.429,-4.2
U Mass,21.5,0.314,21.9,0.335,61.6,0.529,57,0.472,18.5,18.3,22.1,21.6,0.698,11.2,13.1,71.8,11.1,9,24,20.8,0.667,0.4,0.9
U Penn,25.4,0.353,26,0.361,58.9,0.512,59.5,0.539,14.9,14.8,15.9,15.9,0.685,11.2,9.4,69.1,8.2,7.7,23.7,22.9,0.333,0.375,-1.4
UAB,18.6,0.326,21.9,0.354,59.1,0.502,60.7,0.505,16.2,18.8,24,19.2,0.748,12.1,11.3,72,11.2,8.7,24,22.2,0.633,0.714,2.6
UC Davis,20.4,0.333,18.2,0.324,54.1,0.509,54.4,0.496,19.4,18.8,21.3,21,0.744,13.4,14.6,70.3,7.8,8.3,20.8,21.4,0.586,0.571,-2.8
UC Irvine,16.5,0.349,17.7,0.331,58.7,0.519,58.3,0.441,18.6,18.2,20.4,20.5,0.761,12,12.3,71.8,8.7,8.4,25.9,21.4,0.742,0.333,0.6
UC Riverside,25.8,0.322,18.8,0.349,61.7,0.447,55.9,0.514,17.5,16.6,16.9,19.5,0.71,9.8,10.6,69.4,9.4,7.1,22.7,25.8,0.433,0.286,-2.4
Central FL,21.1,0.313,21,0.328,58.4,0.483,54.6,0.459,18.4,18.1,22,21.4,0.708,12.9,14.3,71.2,10.5,7.9,23.5,22.7,0.533,0.444,8.3
UCLA,16.5,0.328,22.4,0.342,55.4,0.449,52.7,0.493,18.5,18.5,19.7,19.3,0.736,10.6,11.8,66.6,8.6,7.3,21.1,22.4,0.467,0.444,6.9
UCSB,16,0.357,20.2,0.318,53.4,0.537,59.8,0.519,16.4,17.6,20.8,18,0.744,13.3,9.9,70.2,6.5,7.9,24.2,21,0.5,0.6,-3.3
UC San Diego,24.4,0.345,20.1,0.337,58.1,0.523,57.2,0.502,16.3,17.4,18.9,16.8,0.751,9.6,11.4,68.9,7.8,7.6,22.9,23.2,0.633,0.5,-2.1
LA Monroe,16.8,0.285,25.4,0.358,58.4,0.456,56.5,0.517,18.1,18.8,22.5,21.3,0.663,12.5,11.8,70.2,10.7,8.8,22.5,23.5,0.321,0.6,-4
UNLV,19.6,0.331,21.6,0.32,56.3,0.521,55.8,0.505,16.3,16.8,18.7,17.5,0.733,10.7,12,67.3,8.5,8.9,21.5,21.6,0.607,0.5,4.7
USC,21.5,0.356,23.4,0.361,58.7,0.508,60.2,0.474,17,17.4,20.1,19.1,0.695,12.5,13.2,72.9,8.5,9,22.5,22.9,0.452,0.2,8
Utah,24.7,0.358,23.3,0.342,62.6,0.537,62.9,0.478,16.2,16.8,17.1,16.7,0.65,11.7,10.4,73.2,8.8,8.4,27,23.7,0.581,0.75,9
Utah State,19.1,0.325,21.4,0.285,57.7,0.575,58.8,0.532,16.9,18.6,22.3,17.7,0.715,11.2,11.7,71.7,7.8,7.2,24.8,21.6,0.828,1,4.6
Utah Tech,19.4,0.337,21.4,0.339,55.8,0.502,58.5,0.501,20.9,19.5,22.4,25.3,0.637,15.8,13.2,74.1,8.2,9.5,22.7,23.5,0.333,0.667,-2.5
Utah Val St,16.8,0.288,19.8,0.323,57.4,0.49,57,0.477,18.3,18,20.3,20.4,0.667,12.5,12.6,71.1,9,7.7,24.4,24.3,0.483,0.5,-0.6
TX-San Ant,28.3,0.336,24,0.371,63.5,0.472,63.6,0.502,18,17.8,22.1,22.1,0.715,11.3,9.5,74.6,10.8,8.9,25.6,25.8,0.333,0.5,-2.1
VA Tech,23.5,0.354,19.5,0.347,55.9,0.547,57,0.511,15.6,16.8,18.3,16.6,0.792,11,11.6,68.9,6.6,7.8,23.3,21.5,0.581,0.25,7.6
Valparaiso,22.2,0.32,20.5,0.358,60.9,0.451,58.4,0.549,16.3,15,14.2,17.9,0.723,10.9,11.9,70.2,8.5,8.5,21.4,26.9,0.194,0.286,-2.3
Vanderbilt,23.3,0.281,23.2,0.374,58.5,0.469,58.6,0.51,15.2,17.5,20.6,17.1,0.712,10.3,10.9,69.3,8.9,8.6,22,25.3,0.29,0.625,5.2
VCU,24.1,0.365,21.1,0.313,54.9,0.505,56.4,0.467,16.5,17,18.9,19.9,0.788,12.1,11,68.5,7.9,7.9,24.5,21.5,0.613,0.385,3
Vermont,24.9,0.338,20.9,0.323,56.3,0.536,57.2,0.463,13.8,15.5,16.7,14.3,0.722,9.2,9.6,66.7,6.5,7,25.5,24.8,0.8,0.778,-1.6
Villanova,27.1,0.344,25.4,0.326,57.5,0.502,56.4,0.48,15.4,14.3,15.3,15,0.819,9.5,10.9,67.4,7,6.9,24.2,23.4,0.548,0.3,10
*Virginia,17.6,0.367,21.1,0.307,54.9,0.47,52.7,0.463,13.6,12.9,13.9,14,0.647,8.2,12.3,63.1,7.3,7.8,22,23.7,0.71,1,6.6
VA Military,20,0.297,25.3,0.363,59.9,0.467,65.9,0.545,17.3,16.2,16.6,20.3,0.702,15.9,11.3,76.3,7.4,10.3,24.4,26.9,0.035,0,-7.6
W Carolina,21.7,0.368,18.9,0.339,61,0.498,59.5,0.455,17.2,16.1,16.9,19.3,0.712,10.1,9.1,70.1,9.1,7.6,26.7,23.4,0.655,0.5,-2
W Illinois,17.8,0.317,18.6,0.304,57.3,0.46,60.6,0.468,14.6,17.6,20.4,15.2,0.623,13.4,9.4,68.4,12.1,8.9,24.6,21.9,0.586,0.5,-7.7
W Kentucky,19.1,0.34,25.1,0.323,62.2,0.52,62.4,0.489,18.9,18,20.1,21,0.71,13.9,13.8,77.3,8.5,8.7,26.8,24,0.593,0.5,-2.4
