Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
W Michigan,23,0.329,23,0.342,59.5,0.487,59.7,0.509,17.3,17.8,18.7,19.1,0.629,13.5,11,70.8,10.9,9.1,23.3,22.8,0.367,0.455,-4
W Virginia,20.8,0.346,26.1,0.347,55.7,0.474,61.4,0.519,15.1,18.3,20.8,17.2,0.705,12.8,10.5,70.5,7.9,9.5,22.7,24.3,0.29,0.375,7.6
*Wagner,22,0.321,21.6,0.301,57.4,0.423,53.8,0.512,15.8,14.1,15.3,16.6,0.711,10,10.9,65.1,9.4,7.6,22.4,24.7,0.464,0.455,-8.1
Wake Forest,22.2,0.376,20.2,0.326,58.4,0.54,58.8,0.49,15.4,17.5,18.1,17.4,0.802,10.8,11.3,71,6.6,7.6,24.3,22.2,0.613,0.4,7.6
Wash State,18.7,0.345,17.8,0.325,58.9,0.523,56.7,0.464,16.9,17.4,19.2,18.6,0.702,10.5,10.6,69,9.8,7,25.6,21.4,0.742,0.833,7
Washington,22.7,0.351,21.8,0.334,62,0.54,62.8,0.497,18.4,18.6,20,20.7,0.721,11.6,11.6,75.3,7.6,9.2,24.8,23.8,0.548,0.385,7.6
Weber State,21.4,0.34,19.5,0.346,55.2,0.539,53.6,0.549,15.6,17.5,19.7,15.6,0.737,9.7,12.1,67.3,6.6,6.4,22,23.7,0.607,0.583,-2.6
WI-Grn Bay,26.2,0.34,20.1,0.302,54.4,0.537,56.8,0.516,17.2,15.8,16,19.4,0.727,12.2,9.1,66.9,7.1,8.4,22.7,21.9,0.533,0.571,-4.4
WI-Milwkee,24.5,0.325,24.2,0.341,62,0.528,63,0.505,18,18.1,20.9,20.7,0.739,13,11.5,73.7,11.5,10.4,23.5,22.1,0.548,0.692,-4.2
Wichita St,19.1,0.326,23.7,0.324,61,0.498,62.3,0.483,15.8,14.8,16.7,17.7,0.692,12.7,10.7,72.3,9.4,9.2,25.9,23.2,0.4,0.4,1.9
Winthrop,21.3,0.337,24.2,0.32,54.1,0.528,58.8,0.506,18.4,22.2,27,20.1,0.696,13,12.7,71.2,8.5,10.2,22.3,21.8,0.483,0.3,-2.5
Wisconsin,19.8,0.339,18.7,0.373,57,0.528,54.5,0.507,15.9,18.5,19.8,17.5,0.759,9.8,11.3,67.7,8.7,6.2,22.1,21.4,0.613,0.333,11
Wm & Mary,26.9,0.321,20.1,0.348,56.1,0.487,54.7,0.527,16.7,16.1,17.6,19.2,0.695,10.5,9.3,65.8,8.6,7.9,21.7,23.6,0.258,0.333,-5.7
Wofford,26.7,0.355,25,0.357,59,0.533,58.5,0.499,17.1,16.4,16.3,20.2,0.624,11.6,9.6,69.4,9.2,8,24.3,23.2,0.483,0.667,-2.3
Wright State,17.7,0.384,23.6,0.371,60.5,0.588,62.6,0.55,16,18.2,20.3,18.8,0.76,12.1,12,74.7,8,8.5,22.9,21.2,0.533,0,-2.6
Wyoming,20.1,0.356,24.2,0.344,54.9,0.494,60.3,0.534,15.9,19.2,20.7,16.4,0.757,12.7,10.6,69.9,7.5,8.8,23.4,21.6,0.448,1,2.1
Xavier,19.8,0.345,22.1,0.335,62.2,0.481,61.8,0.485,17,18.2,20.4,18.8,0.741,11.6,11.4,73.4,9.7,9.2,24.6,23.5,0.484,0.444,9.5
Yale,21,0.347,22.9,0.345,59.5,0.528,56.3,0.489,15.6,15.9,16.1,16.6,0.718,9.4,10.8,68.3,8.1,6.8,24.4,22.9,0.667,0.375,1.3
Youngs St,26.9,0.319,21.6,0.34,63.6,0.522,60.6,0.479,17,17.3,18.6,18.6,0.77,10.9,11.7,72.8,10.4,8.5,25,22.4,0.643,0.333,-3.6
