Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
La Salle,21.9,0.345,20,0.353,60,0.464,58.5,0.513,17.7,16.7,16.8,18,0.692,12.5,12.5,70.7,9.6,9,22,24.2,0.419,0.556,-0.1
LA Tech,24,0.346,23.1,0.385,57.6,0.509,53.5,0.508,17.4,15.6,15.8,20.5,0.735,13.6,14.5,70.3,8.4,7.4,21.3,21.8,0.393,0.364,0.1
Lafayette,26.6,0.333,22.3,0.34,54.8,0.483,53.7,0.5,15.4,14.5,13.6,15.8,0.627,11.8,12,66.1,7.1,7,22.4,25.5,0.333,0.25,-3.3
Lamar,17.1,0.319,26.3,0.341,56,0.475,59.8,0.545,16,16.5,18,18.4,0.711,14.4,11.6,69.7,9.5,10.4,22.4,22.3,0.214,0.375,-10
Lehigh,18.6,0.35,20.6,0.328,55.3,0.484,59,0.51,16.8,15.5,17.2,16.9,0.751,12.1,11.5,70.8,4.8,7.6,23.9,25.3,0.5,0.556,-5.7
Lg Beach St,14.7,0.302,24.8,0.337,63.2,0.496,62.4,0.488,17.1,18.6,21.3,18.6,0.677,13.9,13.4,75.9,11,8.9,26.1,22.9,0.5,0.417,-1.2
Liberty,27.3,0.365,19.4,0.349,56.2,0.565,52.3,0.475,15.1,16,14.5,14.5,0.723,10.3,12.6,66.4,7,5.5,23.7,21.9,0.742,0,-0.7
Lindenwood,20.4,0.362,24.9,0.352,57.2,0.457,60.2,0.52,16.4,15.5,16.2,18.7,0.731,13.8,12.5,72,6.8,9.5,22.9,25.4,0.276,0.5,-8
Lipscomb,22.5,0.36,24,0.343,59.6,0.535,61.6,0.494,14.4,14.2,14.1,14.3,0.763,12.2,11,71.7,6.9,7.4,25.5,23.2,0.567,0.5,-2.8
LIU,13.9,0.32,21.8,0.374,57.1,0.448,62,0.546,17.7,16.7,18.1,19.9,0.666,16.6,12.2,74.8,7.2,9.1,22.4,25.7,0.037,0.5,-9.9
Longwood,21.2,0.343,22,0.347,57,0.495,52.4,0.505,16.8,17.2,19.1,17.5,0.716,11.9,14.4,68,9.8,7.3,22,22,0.6,0.5,-4.4
Louisville,19.2,0.33,23.2,0.354,53.2,0.474,58.1,0.549,16.3,16.7,17.2,17.6,0.739,15.1,10.4,68.5,7.7,8.7,22.2,22.1,0.129,0,4
Loyola Mymt,25.2,0.365,18.9,0.344,58.5,0.519,57.2,0.52,19.5,18.7,18.5,20,0.67,12.8,11.3,71.5,8.5,6.7,23.6,21.9,0.6,0.7,2.6
Loyola-Chi,21.1,0.336,20.6,0.344,52.8,0.548,55.1,0.517,19.4,17.1,16.4,20.7,0.692,15,12.1,69.2,6.3,7.9,21.5,21.4,0.333,0.333,0.2
Loyola-MD,21.2,0.356,19.9,0.372,54.5,0.5,54.4,0.553,16,16.5,15.4,16.2,0.646,13.6,13.4,67.8,7.6,7.6,20.7,23.1,0.355,0.5,-6.1
LSU,22.2,0.333,23.7,0.345,56.1,0.467,56.5,0.522,16.7,16.3,18.8,16.5,0.719,12.6,11.7,68.2,9.2,8.3,21.9,23,0.419,0.556,5.5
Maine,19.8,0.338,20.4,0.346,56,0.512,55.5,0.543,15.1,12.9,12.9,15.9,0.722,12.6,13.6,68.4,5.9,8.7,20.1,24,0.393,0.636,-4.6
Manhattan,19.9,0.338,20.9,0.366,55.6,0.492,57.6,0.496,16.5,16,17.8,17.6,0.661,13.6,14.3,69.9,7.7,10.4,20.7,23.1,0.393,0.667,-4.9
Marist,23.8,0.324,21,0.37,55.5,0.478,56.6,0.457,15.2,14.8,15,16.2,0.69,11.7,11.2,66.9,7.7,8.4,23.2,24.1,0.345,0.429,-5
Marquette,25,0.354,21.5,0.359,60.8,0.595,57.1,0.511,16.1,15.2,16.7,16.7,0.714,10.7,16.2,72.3,7.3,8.9,21,23.3,0.807,0.444,8.9
Marshall,24.3,0.336,21.4,0.319,65.7,0.539,62.8,0.477,16.5,14.5,17.2,17.6,0.698,11.4,14.7,75,10.2,11,24.5,24.2,0.742,0.167,-1
Maryland,20.6,0.327,17.6,0.318,55.2,0.53,54.9,0.475,15.8,18.1,18.8,15,0.737,10.7,11.9,66.1,8.6,7.8,22.9,21.5,0.645,0.143,9.2
Maryland BC,23.6,0.34,22.8,0.378,60,0.516,58.7,0.505,14.5,15.8,16.2,15,0.747,10.2,11.6,69.8,7.9,7.9,23.2,24,0.548,0.5,-5.4
Maryland ES,22.9,0.334,20.4,0.328,56.6,0.464,54.4,0.515,17.2,16.3,17.4,19,0.712,14.9,17.4,71.3,8.6,9.4,20.1,24.3,0.52,0.5,-6
Mass Lowell,18.1,0.376,18,0.344,58.3,0.525,56.7,0.445,17.2,17.5,19.2,19,0.741,14,14,71.2,10.6,8,24.1,19.8,0.767,0.5,-5.1
McNeese St,23.3,0.326,22,0.397,57.8,0.497,56,0.525,19.4,15.5,16.7,19.8,0.663,14.7,12.8,69.7,10.3,9,21.2,22.6,0.313,0.417,-7.5
Memphis,17,0.344,25.8,0.314,59.9,0.535,59.8,0.482,18.5,18.8,21.6,20.9,0.741,13.7,15.5,75.4,8.6,9.7,23.3,21.2,0.742,0.5,7.2
Mercer,17.2,0.327,18.5,0.33,56.3,0.488,54.4,0.484,18.2,15.5,16.1,19.5,0.691,11.9,11.4,67.1,9.1,7.6,22.3,22,0.387,0.25,-2.5
Merrimack,22.8,0.325,17.8,0.328,51.2,0.482,54.5,0.491,14.6,16.5,17.7,14.5,0.683,14.5,17.3,68.7,5.5,9.8,19.7,25.5,0.484,0.4,-7.8
Miami (FL),20.5,0.372,22.5,0.331,59.6,0.545,59.9,0.519,14.2,15.2,18.2,14.1,0.78,11.5,12.7,70.8,9.2,8.2,23,20.6,0.8,0.6,6.8
Miami (OH),23,0.33,20.6,0.353,55.8,0.54,57.5,0.535,18.8,17.7,17.8,21.1,0.787,13.7,12.4,70.4,7.1,9.8,20.5,22.4,0.321,0.222,-4.7
Michigan,22.3,0.346,20.6,0.32,59.4,0.512,60.9,0.48,15.5,17,18.2,16.1,0.703,10.1,10.3,70.5,7.9,8,26.4,24.6,0.548,0.25,9
Michigan St,19,0.401,22.2,0.309,57.3,0.478,57.8,0.489,16.6,16,14.7,16.7,0.764,11,9.9,67.9,7.1,7.8,25.1,22.5,0.633,0.75,10.7
Middle Tenn,20.3,0.345,18.2,0.361,57,0.513,53.7,0.498,18.1,15.7,17,18.7,0.678,13.4,15,69.8,9.2,7.2,20.7,21.3,0.552,0.667,0.9
Minnesota,19.1,0.319,18.6,0.359,54,0.49,60,0.492,15.2,16.7,16.5,14.5,0.615,12.8,9.9,67.7,7,8.9,23.1,24.6,0.276,0.5,5
*Miss State,20,0.273,23.2,0.309,56.5,0.512,53.7,0.457,15.2,17.3,19.5,15.1,0.646,12.6,14.6,66.8,11.6,8.6,23.2,21.5,0.645,0.375,7.6
Miss Val St,14.5,0.349,22.1,0.358,52.5,0.428,55.9,0.53,17.9,17.4,20,22.2,0.665,16.1,13.4,70.3,7.9,9.4,20.6,22.8,0.156,0.429,-6
Mississippi,20.3,0.297,19.2,0.339,58.7,0.49,56.8,0.487,16.2,15.6,17.4,17.7,0.698,12.4,12.1,69.2,10.3,8.1,22.3,21.7,0.355,0.273,6.7
Missouri,26,0.362,25,0.355,59.8,0.564,56.9,0.513,18.3,16.8,18.1,20.5,0.756,11.5,17.3,72.3,8.2,11.2,19.7,22.9,0.742,1,7.4
Missouri St,23.9,0.328,20.7,0.326,55.4,0.509,52.9,0.495,15.8,14.1,15.1,16.1,0.626,12.2,11.8,65,9.9,7.1,22.2,21.5,0.516,0.429,0.2
Monmouth,14.1,0.288,25.1,0.37,56.2,0.441,54.7,0.534,19.2,18,18.6,21.2,0.667,14.3,14.3,70,9.2,9.2,20.6,23.6,0.212,0.2,-3.4
Montana,21.2,0.374,18.2,0.323,53.1,0.524,52,0.523,18.4,16.5,15.5,19.8,0.784,11,10.3,65.6,5.9,6.2,21.4,21.1,0.552,0.546,-2.1
Montana St,17.6,0.316,18.3,0.354,52.5,0.531,53.2,0.481,18.6,20.5,22.7,18.9,0.76,11.8,13.5,68.8,6.7,6.4,21.7,21.6,0.7,0.667,-1.7
Morehead St,20.1,0.356,17.6,0.327,53.1,0.471,56.4,0.501,16.1,17.3,19.1,16,0.723,12.5,10.4,67.3,7.2,7.3,23.6,22.4,0.607,0.75,-6.4
Morgan St,17.9,0.363,19.8,0.317,59.9,0.449,58.1,0.521,21.4,17.4,18.9,24.2,0.681,16,17.5,75.9,9.5,10.6,20.8,23.6,0.423,0.667,-7.3
Mt St Marys,18.4,0.365,20.5,0.338,54.7,0.455,56.4,0.485,16.5,15.9,14.5,16.9,0.749,13.7,12.1,67.7,7.7,8.8,21.7,22.5,0.367,0.6,-4.2
Murray St,18.5,0.327,25.1,0.334,56.8,0.491,59.9,0.531,14.7,16.8,18.9,14.6,0.741,11,10.6,69.1,7.8,8.2,23.3,23.6,0.516,0.667,-0.6
N Alabama,20.2,0.361,22,0.377,58.3,0.499,60,0.5,17.1,16,18,19.2,0.707,10.9,10.5,71.5,6.2,8.1,23.4,24.9,0.517,0.857,-4.5
N Arizona,23,0.357,21.5,0.362,60,0.481,54.9,0.561,18.6,17.2,16.1,20.9,0.737,11,11.8,70.4,7.5,6.8,21.7,24.2,0.29,0.25,-2.4
N Carolina,22.5,0.31,19.7,0.331,60.6,0.505,61.8,0.48,16.5,18.9,22.9,16.1,0.743,10.9,10.5,72.7,9.6,7.3,27.2,24.6,0.613,0.444,8.3
N Colorado,22.8,0.364,20.2,0.334,57.5,0.51,60.2,0.545,18.7,17.2,18.1,19.1,0.748,12.2,9.8,71.4,6.4,8.2,23.7,23.8,0.387,0.5,-2.3
N Dakota St,21.9,0.342,21.2,0.342,56.8,0.529,60.8,0.502,15.7,16.8,18.1,16.3,0.713,11.7,8.5,70.2,6.9,6.8,25.9,23.7,0.467,0.5,-3.4
N Florida,28.1,0.364,18.9,0.355,58.8,0.521,64.7,0.521,14,16.2,16.7,15.2,0.72,12.1,9.7,71.3,7.5,10.3,22.5,23.8,0.414,0.455,-2.9
N Hampshire,23.7,0.334,18.7,0.307,57.8,0.426,57.4,0.502,15,15.9,17,16.8,0.697,9.9,10.6,67.4,8.6,8.4,24,25.7,0.482,0.5,-5.6
N Illinois,20.7,0.349,21.4,0.33,56.3,0.525,59.2,0.513,19.4,17.2,19.1,21.2,0.647,14.2,13.2,72.6,7.2,9.7,22.8,23.7,0.414,0.5,-3.4
N Iowa,21.5,0.337,26.2,0.36,55.5,0.517,55.7,0.536,15.6,16.2,17.3,14.7,0.699,12,12.4,69.2,6.1,6.3,23.3,24,0.419,0.429,-0.5
N Kentucky,23.1,0.355,20.4,0.364,56.7,0.476,51.9,0.493,15.6,15.5,15.4,16.3,0.697,11.3,14.9,65.9,9.6,8.5,20.2,22.2,0.613,0.546,-3.1
N Mex State,20.9,0.351,25.5,0.368,57.4,0.488,56.1,0.524,19.3,18.8,20,20.8,0.683,13,13.5,71.7,8.2,7.8,22.5,24.2,0.286,0,0.1
Navy,20.7,0.369,20.6,0.342,57.4,0.493,54.3,0.498,16.1,15.5,13.6,16.3,0.706,11.3,12.7,66.8,8.5,7.7,22.9,21.5,0.567,0.25,-4.2
NC A&T,23.9,0.325,23.8,0.336,59.1,0.465,61.8,0.507,16.9,15.5,17.8,17.6,0.683,12.3,11,71.9,7.9,9.3,23.4,26.4,0.345,0.6,-5.5
NC Central,19,0.338,20.3,0.317,56,0.506,55.8,0.505,19.3,18.2,19.3,18.9,0.716,16,15.1,71.7,9.1,8.5,22.6,20.6,0.542,0.455,-5
NC State,24.3,0.348,18.7,0.314,64.3,0.512,56.9,0.504,17.4,16,16.6,19.5,0.72,9.5,13.4,71.7,10.2,7.7,24.2,24.2,0.71,0.714,6.7
NC-Asheville,19.9,0.388,20.5,0.305,53.4,0.514,60.1,0.491,15.6,20.3,22.1,16.1,0.693,13.9,12.5,71.3,6.8,8.6,24.4,22.5,0.781,0.818,-3.3
NC-Grnsboro,21.9,0.351,23,0.328,56.1,0.493,55.8,0.468,17.1,17.5,18.2,17.5,0.714,12,13,68.8,8.2,7.9,24.3,22.4,0.6,0.286,-0.5
NC-Wilmgton,18.1,0.336,18.7,0.308,52.7,0.484,52.2,0.511,18.9,20.2,21.2,19.6,0.738,12.1,13.7,67.3,8,7.5,21.5,22.1,0.71,0.727,-2.2
Neb Omaha,16.5,0.337,23.7,0.365,56,0.477,58.1,0.52,18.4,15.8,16.6,19.4,0.781,12.6,10.8,69.6,7.2,8.3,22.7,23.9,0.258,0.2,-4.1
Nebraska,20.6,0.326,26.6,0.339,55.7,0.536,61,0.487,13.9,16.7,15.6,13.1,0.638,12.8,12,69.5,7,9.2,25.2,23.8,0.516,0.8,8.5
*Nevada,20.2,0.34,23.4,0.328,54.1,0.505,55.2,0.486,18.1,19.3,21.2,17.4,0.79,10.3,12.9,68.9,5.9,7.1,24.2,23.9,0.7,0.833,5.2
New Mexico,16.2,0.367,24,0.326,59.2,0.527,61.2,0.51,16.6,19.9,23.5,17.4,0.74,11.4,12.7,73.8,7.6,8.6,25.4,22.5,0.667,0.444,4
New Orleans,16.5,0.383,21.4,0.36,55.7,0.509,58.3,0.541,19.8,18.9,20.6,23.2,0.702,17.2,14.6,74.3,8.3,9.7,20.9,21.2,0.345,0.4,-9.2
Niagara,18,0.336,16,0.362,52.4,0.499,53.5,0.48,15.9,16.6,16.1,17.8,0.717,11.8,10.8,65.2,6.7,7.5,21.5,21.4,0.5,0.546,-4.5
Nicholls St,22,0.333,20.5,0.362,61.3,0.505,53.9,0.514,21,17.4,16.9,25.6,0.641,13.3,17.1,73.9,8.7,9.3,19.9,24.5,0.444,0.546,-6.6
NJIT,18.7,0.352,23.3,0.34,57.6,0.461,59.5,0.532,15.6,16.2,16.2,16.6,0.675,10.8,10,68.8,7.1,8.8,23.4,26.1,0.207,0.1,-5.2
Norfolk St,19.7,0.335,26.8,0.352,54.8,0.546,56.6,0.493,17.7,19.5,20.9,20.2,0.75,13.7,12.6,69.4,8.9,9.5,22.8,19.4,0.615,0.6,-5.9
North Dakota,26,0.344,18.5,0.364,58.4,0.506,58.7,0.53,16.2,17.3,16,16.5,0.691,11.4,10.6,69.4,7.9,7.8,22.3,25,0.355,0.333,-5
North Texas,20.7,0.357,16.1,0.31,50.5,0.493,47,0.453,16.4,16.2,16,18.7,0.759,11.8,12.3,60.9,8.8,7.3,20.8,18.6,0.793,0.7,1.6
Northeastrn,21.2,0.332,17.2,0.349,56.8,0.469,58.3,0.492,16.7,15.4,15.8,18.5,0.685,14.4,9.7,69.2,9.4,7.8,23.5,22,0.333,0.364,-3.5
Northwestern,23.9,0.323,22.5,0.339,57.7,0.47,52.9,0.466,16,16.5,17.1,16.3,0.749,9.9,14.2,67.3,8.8,7.3,23.2,24.3,0.677,0.556,8.6
Notre Dame,24.7,0.358,21.1,0.343,57.2,0.508,58.5,0.523,14.1,14.5,13.4,15.3,0.762,8.8,8.9,66.9,5.5,7.8,23.3,25.7,0.355,0.273,3.6
NW State,23.9,0.356,19,0.329,61.7,0.497,55.1,0.512,18.9,16.9,16.7,22,0.689,11.9,14.5,71.1,10.2,9.3,20.4,22.3,0.667,0.778,-5.7
Oakland,23.4,0.306,24.1,0.374,59.2,0.513,61.5,0.539,14,16.6,18.7,13.8,0.781,10.6,13.2,71.4,7.4,9.8,21.3,25.3,0.387,0.6,-3.2
Ohio,23.7,0.373,22.9,0.343,61.8,0.504,58.5,0.517,17.9,16.2,17.2,19.8,0.733,11.1,12.3,71.1,10.3,8.7,23.1,22.7,0.567,0.333,-1.4
Ohio State,18.6,0.358,22,0.327,59.4,0.508,58.6,0.493,16.1,15.6,15.7,16.1,0.745,10.9,10.7,68.4,9.6,8.4,24,21.7,0.419,0.125,9.7
Oklahoma,19.8,0.354,17.6,0.314,53.3,0.531,57.6,0.488,16.2,15.6,15.9,17.4,0.734,13.5,10.4,68.3,5.9,8.2,23.9,21.5,0.484,0.364,10.7
Oklahoma St,22.3,0.318,21.8,0.32,56.4,0.518,57.6,0.454,17.2,17.6,18.4,17.9,0.699,14.2,13.2,70.7,8.9,8.4,24.2,21.5,0.548,0.444,10.2
Old Dominion,16.9,0.315,23.5,0.317,56.8,0.461,55.5,0.488,16.9,17.9,20.5,19.2,0.68,11.3,11.7,67.7,10.4,8.2,23.6,22.5,0.6,0.667,-0.7
Oral Roberts,28.4,0.371,25.1,0.346,62.8,0.562,62.1,0.47,13.7,14.8,15.2,13.3,0.778,9.3,12.4,72.2,7.1,8.7,26.1,25,0.862,1,-1.7
Oregon,22.3,0.324,21.6,0.342,56.5,0.538,58.1,0.462,14.8,17.3,17.7,14.3,0.707,12.4,11.1,68,9.5,7.7,24.3,20.9,0.581,0.429,8.1
Oregon St,18.9,0.325,21.1,0.34,51,0.457,54.1,0.491,17.7,16.6,17.2,18.4,0.751,13.5,11.8,65.8,6.7,9,21.3,22.5,0.333,0.556,2.6
Pacific,22.7,0.384,24,0.349,58.5,0.496,59.2,0.551,19,18,19.4,21.5,0.727,11.6,12.8,73.2,6.2,9,21.5,24.9,0.452,0.571,-0.9
Penn State,27.7,0.389,22,0.347,57.4,0.539,57.8,0.487,15.3,12.9,10.8,14.8,0.737,8.8,9,66.4,5,7.5,24.6,25.2,0.613,0.556,8.5
Pepperdine,22.4,0.352,21.4,0.363,62.4,0.516,63.9,0.516,17.8,16.7,16.7,20.9,0.715,13.8,12.4,76.5,8,9.4,24.5,24.4,0.241,0.2,0.8
Pittsburgh,26.2,0.36,23.1,0.332,58.4,0.524,58.5,0.475,16.3,17.8,18.4,17.9,0.757,11.3,11.6,69.6,8.9,8.8,24.6,22.5,0.677,0.6,5.7
Portland,24.9,0.374,27.1,0.374,54.9,0.518,61.9,0.532,17.7,21.5,23.7,17.2,0.745,12.9,12.1,72.8,6.8,8.9,22.8,23.4,0.387,0.286,1.3
Portland St,21.3,0.33,18.1,0.368,59.1,0.497,54.1,0.55,23,19.5,20.6,25.2,0.732,12.1,15.4,73.9,6.9,7.8,19.6,25.1,0.345,0.556,-2.7
Prairie View,19.9,0.309,18.8,0.334,58.4,0.447,53.8,0.479,19.3,18.1,19.6,22.5,0.678,13.9,14.8,71.3,10,8.3,22.1,23.8,0.379,0.364,-6.1
Presbyterian,19.1,0.315,18.4,0.385,52.7,0.473,52.6,0.519,19.3,17.1,19.2,20.6,0.62,13.6,12,66.5,9.1,7.6,20.1,22.5,0.1,0,-5.7
Princeton,23.9,0.336,19.3,0.326,58.6,0.542,59.6,0.472,16.1,18.3,18.6,17.5,0.712,12.1,10,71,8,7.5,26.9,23,0.68,0.667,-2
Providence,18.8,0.355,20,0.334,60,0.509,60.1,0.493,15.1,18.4,22.2,15.6,0.746,11.9,11.5,71.6,10.5,7.9,25,21.4,0.677,0.556,7.4
Purdue,21.1,0.327,20.3,0.311,55.4,0.543,58,0.474,13.5,18.4,20.4,10.8,0.747,11.2,10,66,11.1,6.3,25.4,18.1,0.839,0.8,10
Queens,26,0.348,22.2,0.353,58.9,0.505,60.8,0.53,16.1,17.5,21.1,15.5,0.722,12.4,11,71.7,9.3,7.9,24.3,24,0.5,0.5,-3.3
Quinnipiac,22.4,0.365,22.3,0.313,59.4,0.477,60.8,0.484,16.6,17.3,19.9,16.4,0.666,12.9,11.5,71.3,10.2,9,25.2,22.5,0.633,0.6,-3.5
Radford,18.3,0.357,19.6,0.34,55.8,0.505,52.5,0.535,17.3,16.3,16.1,16.9,0.687,12,13.2,66.3,8.8,7.8,21.5,20.9,0.548,0.5,-3.2
Rhode Island,17.7,0.307,20.6,0.323,56.9,0.439,58.7,0.493,18,18,20.8,18.9,0.75,14.3,11.9,71.2,9.1,9.2,23.6,23.4,0.3,0.4,0.2
Rice,24.5,0.355,22.9,0.367,57.4,0.533,61.8,0.544,15.5,18,19.3,15.8,0.739,13,11.5,72.8,7.1,7.6,24.5,24.1,0.5,0.667,-1.8
Richmond,24.4,0.333,23.4,0.336,54.3,0.524,57.4,0.507,15,17.7,18.2,15.1,0.738,11.5,11.3,68.3,6.3,7.4,24.4,24.7,0.452,0.333,1.1
Rider,15,0.333,23.5,0.36,57.8,0.495,54.5,0.472,18.3,16,17,21,0.735,11.7,10.9,67.3,9.6,8.7,23.3,20.6,0.536,0.438,-3.7
Rob Morris,20.9,0.314,17.7,0.362,57.3,0.504,55.5,0.474,16.5,15.5,15.4,17.3,0.724,13.1,12.8,68.5,9.3,8,22.9,22.5,0.452,0.444,-4.9
*Rutgers,17.8,0.319,23.6,0.303,58.7,0.478,54.7,0.461,15.6,16.1,17.1,14.8,0.701,11.6,14.5,68.3,9.7,8.4,24.7,23,0.581,0.625,8.6
S Alabama,21.6,0.345,16.6,0.29,57.7,0.534,57.9,0.479,14.8,13.2,12.9,16.4,0.692,9.7,10.7,67.7,5.8,8.7,23.6,24.4,0.515,0.2,0.3
S Car State,21.4,0.311,21.2,0.396,63.7,0.476,57.3,0.568,20.7,17.6,18.9,25.3,0.664,15.3,15.7,75.8,11.7,9.7,19.3,24.5,0.138,0.222,-4.9
S Carolina,23.7,0.324,21,0.336,57.6,0.457,58,0.541,16.1,15.1,15.8,17.2,0.658,13.3,10.5,67.6,10.3,9.5,21,22.7,0.355,0.556,4.2
S Dakota St,21.4,0.351,23.7,0.332,56,0.512,58.8,0.517,14.4,16.5,15.7,13.6,0.795,11.7,11.8,69.6,5.6,7.5,23.7,24.2,0.581,0.8,-1.9
S Florida,21.9,0.337,22,0.348,59.2,0.513,56.8,0.482,17.9,16.9,18.5,21.2,0.648,13.6,13.2,71.7,9.8,8.4,23.7,22.2,0.452,0.3,1.4
S Illinois,24.1,0.321,18.3,0.33,51.8,0.547,53.8,0.467,16.6,16.1,15.8,16,0.722,12.5,12.7,65.9,5.9,8.3,22.9,22.1,0.688,0.833,-0.1
S Indiana,26.1,0.366,23.1,0.352,61.3,0.472,57.9,0.51,18.7,18.5,20.4,23.3,0.681,13.2,12,73.6,10.3,7.6,24.8,23.9,0.448,0.4,-6.7
S Methodist,20.2,0.311,22.2,0.347,60,0.478,59.6,0.516,17.5,17.8,20,19.6,0.668,12.9,13.6,73.6,8.5,9.2,22.8,24.9,0.323,0.385,3.2
S Mississippi,21.5,0.327,21.8,0.322,57.7,0.524,57.1,0.472,16.6,16.8,18.9,17.3,0.729,11.9,13.5,69.7,9.1,8.9,23.7,22.1,0.759,0.667,-1.3
S Utah,22.1,0.351,21.4,0.352,58.3,0.518,60.4,0.505,19.6,21.4,24.1,19.8,0.736,14.2,13.2,75.5,8.6,7.4,25.4,23.4,0.593,0.625,0.4
Sac State,19.4,0.349,17.2,0.357,54.6,0.5,56,0.516,15.9,15.5,15,14.5,0.707,13.4,9.3,65.9,9,6.5,23,19.6,0.4,0.5,-3.1
Sacred Hrt,21.8,0.306,22.2,0.341,60.4,0.498,60,0.497,15,15.2,16.7,15.9,0.675,13.3,13.7,72.2,8.6,9.8,23.2,24.1,0.469,0.546,-8.8
Saint Louis,19.4,0.35,23,0.34,59.8,0.513,59.9,0.462,17.1,17.3,17.5,19.4,0.73,12.1,10.5,71.2,9,8.4,26.2,22.5,0.633,0.636,3
Sam Hous St,20.3,0.392,22.4,0.33,54.9,0.467,49.6,0.467,18.9,17.1,17.8,19.5,0.69,13.7,15.7,67.8,9,6.9,23,21,0.769,0.833,1
Samford,25.5,0.364,24.6,0.37,55.9,0.526,55.4,0.49,18.7,19.7,22.9,20.8,0.751,12.5,13.8,71.5,7.8,7.7,23.6,21.9,0.643,0.444,-2.4
San Diego,22.1,0.348,24.5,0.41,60.6,0.504,58.8,0.559,18.1,17.5,18.7,19.6,0.768,11.3,12.2,72,8.7,8.3,21.4,24.4,0.31,0.182,-0.3
San Diego St,20,0.353,22.2,0.297,56.8,0.501,54.4,0.507,16.9,18.2,19.1,16.4,0.735,11.9,13.4,68.7,9,7,23.1,20.4,0.793,0.857,6.8
San Francisco,28.5,0.364,19.9,0.339,57.8,0.526,56.9,0.494,18.7,17.3,18.6,21.7,0.746,13.8,12.5,72.2,8.2,7.7,23.8,22.4,0.576,0.5,2.7
San Jose St,23.2,0.333,19.7,0.349,55.8,0.511,55.5,0.47,15.5,15,15.5,15.6,0.675,12.1,8.4,65,10.1,6.3,23.7,20.1,0.6,0.571,3
Santa Clara,22.4,0.375,24.1,0.362,61.5,0.505,61.7,0.486,16.1,17.9,19,15.9,0.703,12.4,11.9,73.7,9.2,7.5,25.5,23.2,0.71,0.714,3
SC Upstate,19,0.336,19.3,0.342,54.7,0.515,54.1,0.493,20.5,17.5,17.6,23.7,0.655,13.3,14,69.5,7.1,9.6,21.2,23.4,0.483,0.7,-3.7
SE Louisiana,20.5,0.364,23.8,0.382,60,0.491,58.3,0.521,17.9,17.6,19.3,19.5,0.744,12.1,14.2,72.9,8.2,8.9,22.5,24.2,0.517,0.667,-7
*SE Missouri,24.1,0.333,20.7,0.353,60.6,0.5,58.3,0.508,21.5,20.2,23.2,25.4,0.718,13,14.3,76.5,7.6,8.6,23.9,25.9,0.515,0.4,-5.9
Seattle,27.1,0.31,19.8,0.321,60.8,0.461,58,0.485,18.4,18.3,19.3,19,0.71,12,12.5,71.9,9.7,8,24.3,25.2,0.621,1,-0.2
Seton Hall,17.7,0.333,20.9,0.304,54.1,0.489,55.8,0.484,18,18.2,21.9,17.4,0.681,13.8,14.4,69.4,8.7,9.3,22.7,22.3,0.533,0.5,8.3
Siena,19,0.35,15.2,0.333,55.1,0.48,55.2,0.492,17.3,17.3,19.2,18.5,0.737,13.2,12.4,68.8,8.7,7.5,22.9,21.6,0.548,0.333,-3
SIU Edward,21.7,0.323,21.2,0.336,57.8,0.485,58.6,0.481,17.9,19.5,23.3,20.3,0.736,13.1,13.6,72.6,9.7,9,24.4,23.5,0.533,0.556,-6.4
South Dakota,22.4,0.379,23.2,0.361,55.9,0.455,57.8,0.518,17.8,16.5,15.7,18.4,0.761,11.6,9.6,68.1,6.8,8.1,22.8,24.3,0.345,0.333,-4.8
Southern,23,0.331,22,0.339,57.3,0.48,54.4,0.515,20,17.5,19.5,22.8,0.722,14.9,16.7,74,7.1,8.2,22.7,24.9,0.448,0.5,-6
St Bonavent,20.4,0.35,21.1,0.291,56.1,0.474,53.3,0.521,18.8,16.1,16.9,22.1,0.706,12.6,13.3,68.8,8.1,8.1,21.6,23.5,0.452,0.375,0.1
St Fran (NY),18.3,0.365,15.2,0.397,55.4,0.416,55.5,0.471,15.5,16.5,17.3,17.6,0.7,14.1,13,68.2,9.8,8.4,21,23,0.429,1,-10.5
St Fran (PA),20,0.364,21.2,0.337,55.9,0.504,60.3,0.526,16.7,17.2,18.3,18,0.699,12.6,10.1,69.9,7.2,9.1,23.1,23.1,0.379,0.429,-8.7
St Johns,17.4,0.332,23.9,0.352,65.2,0.499,61.4,0.492,16.4,16,18,18.8,0.696,13.7,14.7,76.2,11.3,8.9,25.4,23.7,0.548,0.333,6.5
St Josephs,26.3,0.332,24.5,0.35,58.2,0.509,58.2,0.502,17.8,17.6,20.1,19.2,0.689,13,13.4,71.7,8.8,9.2,22.8,23.8,0.467,0.5,-0.2
St Marys,20.9,0.37,16.5,0.321,56.2,0.514,51.7,0.452,16.5,16.9,17.6,15.7,0.69,10.5,12.4,65.8,9.2,5.8,23.5,20,0.807,0.375,5.8
St Peters,19.9,0.289,17.5,0.346,56.9,0.439,48.1,0.49,21.7,15.8,15.5,24.8,0.69,12.6,12.4,65.2,11.3,7.5,19.7,21.3,0.393,0.571,-5.2
