Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
TN Tech,24,0.321,23,0.353,56.2,0.516,59.8,0.56,15.9,14.5,15.2,16,0.676,15.9,12.8,71.8,7.7,8.2,23,23.5,0.185,0.25,-3.3
Toledo,28.1,0.372,25.5,0.298,62.3,0.524,63.5,0.512,15.3,17.7,17.7,15,0.78,11.1,12.5,72.9,8.8,10.4,24.8,24.1,0.7,0.429,1.6
Towson,17.3,0.289,24.2,0.383,58.6,0.462,59.3,0.493,17.7,17.7,19.6,17.4,0.727,12.4,10.8,69.4,10.7,9.1,23.2,22.9,0.222,0.429,-2
Troy,22.5,0.281,22.8,0.365,56.7,0.46,58.2,0.491,17.3,18.1,18.8,17.7,0.704,15,12.6,71.3,9,8.2,24.4,25.3,0.32,0.429,-3.9
Tulane,22,0.298,24,0.358,55.2,0.44,55.7,0.467,15.7,16.9,20.2,16.7,0.746,11.2,15,69.5,6.4,9.2,22.3,26.3,0.435,0.5,2.8
Tulsa,21.3,0.3,23,0.341,53.8,0.516,55.1,0.466,16.6,17,17.8,19.3,0.69,13.4,14.6,68.8,7.5,9.4,22.9,23.3,0.429,0.375,3.8
TX A&M-CC,19.6,0.333,20.2,0.344,53.9,0.452,58.5,0.517,17.8,17.5,18.8,18.2,0.686,16.9,13.7,72.4,7.2,8.5,22.9,24.7,0.095,0,-8.2
TX Christian,19.9,0.338,20.3,0.335,54.9,0.495,58.6,0.51,15.7,16.2,17.8,17.2,0.672,14.2,11.6,69.2,8.6,8.8,23.2,22.5,0.462,0.778,7.1
TX El Paso,21,0.328,16.5,0.346,58.1,0.465,53.4,0.486,18.2,15.7,17.4,21.8,0.756,11,13,69.5,7.5,7.5,23.1,25.3,0.429,0,0.5
*TX Southern,16.1,0.279,22.9,0.323,59.4,0.499,59.4,0.456,18.3,19.2,22.8,20.4,0.705,15.2,14.2,75,10.2,8.5,25.6,23.2,0.64,0.714,-6.1
TX-Arlington,24.4,0.353,19.9,0.367,62.5,0.417,59.7,0.475,16.8,15.2,16.4,17.6,0.729,11.4,13.8,72.1,9.3,10.1,23.2,27.7,0.435,0.625,-3.6
TX-Pan Am,22.2,0.267,17.5,0.316,59.8,0.447,55.2,0.485,21.7,21.1,22.5,24,0.63,13.7,17.3,73.8,10.4,10.1,21.7,27.1,0.333,0.4,-7.3
TX-San Ant,23.5,0.331,21.9,0.351,63.8,0.492,57.8,0.498,18.8,16,15.1,22.1,0.757,11.3,13,73.5,8.7,8,24.5,26.5,0.5,1,-0.9
U Mass,27,0.326,17.7,0.338,61.3,0.509,58.7,0.51,17.4,18.7,21,19.6,0.733,12.1,14.7,75.4,7.9,7.5,24.3,26.3,0.533,0.25,2.2
U Penn,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
UAB,16.4,0.311,19.1,0.324,59.5,0.494,53.8,0.461,15,16,17.8,14.6,0.702,10.6,16,69.6,9,7,23.7,24,0.741,0.5,-1.1
UC Davis,17.7,0.319,18.6,0.358,56.6,0.483,53.4,0.526,19.9,19.5,20.6,21.6,0.775,14.7,16.8,73.2,8.2,7.1,21.4,23.6,0.529,0.5,-4.6
UC Irvine,14.4,0.329,22.9,0.329,58.6,0.467,57.7,0.432,16.8,16.6,17.1,16.2,0.756,13,12.5,70.6,8.8,7.6,25.8,22.2,0.64,0.429,-0.7
UC Riverside,24.6,0.371,20,0.318,58.2,0.503,57.2,0.447,17.5,14.6,12.8,16.3,0.706,12,11.1,69,7.5,6.8,26.6,22.9,0.636,0.375,-1.5
UC San Diego,27.4,0.37,20.5,0.38,55.9,0.546,61,0.533,14.1,14.2,11.6,13.6,0.607,13.7,12.9,71,4.5,9.1,20.9,26.4,0.286,0.667,-3.9
*UCLA,18.3,0.372,21.3,0.337,58,0.503,56.6,0.504,16.1,18,18.3,15.9,0.715,10.5,11.8,68.7,8.8,6.9,24,21.8,0.688,0.692,11.2
UCSB,18.9,0.343,17.2,0.331,55.6,0.532,54.6,0.47,16.4,17.8,19.6,14.9,0.763,11,13.8,68.6,7.8,6.4,23.3,20.8,0.8,0.571,-0.8
UMKC,17,0.351,15.6,0.365,50.8,0.504,45,0.509,22.3,16.3,15.5,24.9,0.671,12.6,14.4,65,5.6,6.3,19.8,23.2,0.35,0.25,-3.7
UNLV,23.8,0.345,23.4,0.379,57.8,0.498,54.4,0.481,18.2,14.8,12.4,18.3,0.712,13.1,11.7,68.1,8.4,6.9,23.2,23.1,0.4,0.444,1.2
USC,18,0.36,21.3,0.333,58.1,0.522,60.6,0.421,15.1,18.7,21.1,14.6,0.649,12.4,11.6,70.3,10.1,8.8,25.7,20.8,0.758,0.4,10.9
Utah,19.4,0.355,20.3,0.36,55.9,0.53,57.1,0.496,16.8,17.2,16.1,15.6,0.792,12.9,13.4,69.9,5.9,8.7,22.4,22.8,0.48,0.429,9.3
Utah State,19.5,0.332,22.5,0.332,59.8,0.498,56.5,0.429,15.1,17.6,17.4,14.5,0.713,13.9,13.5,70.6,11.3,6.4,26.6,21.6,0.679,0.4,4.8
Utah Val St,14.9,0.347,20.7,0.344,55.8,0.512,60.3,0.472,19.5,21.2,24.3,20.9,0.63,15.3,10.7,73,10,7.5,27.1,22.3,0.45,0.714,-2.6
VA Military,27.1,0.37,28.6,0.334,59.8,0.524,65.8,0.508,14.7,16.9,17.2,15.4,0.765,12.2,9.7,73.8,6.6,8.8,27.4,25.4,0.455,0.444,-1.9
VA Tech,23.1,0.354,21.4,0.331,56.4,0.516,55,0.483,16.5,17.4,18.8,17.5,0.698,11.6,12.1,69.1,7.8,6.4,24.1,22.8,0.682,0.6,8
Valparaiso,22.5,0.297,20.4,0.337,56,0.489,56.8,0.502,16.1,14.7,14.6,16.4,0.718,12.2,12,69.5,6.2,6.7,23.7,26,0.308,0.333,0.3
Vanderbilt,26.7,0.349,21,0.338,56.6,0.502,56.4,0.529,17.6,17.6,18.6,19,0.736,13.8,13.8,71,8.5,8.2,22.7,23.9,0.36,0.167,7.8
VCU,19.6,0.329,19.7,0.305,56.2,0.517,56,0.459,18.7,17.4,19.1,19.8,0.761,14.6,16.8,72.4,8,9.2,23.4,22,0.731,0.75,6.2
Vermont,22.5,0.344,21.6,0.312,55.2,0.544,54,0.471,17.7,19.4,18.2,18.1,0.78,12.2,12.8,68.9,7.4,6.2,25.1,22.1,0.667,0.333,-5
Villanova,25.9,0.353,22.5,0.343,57.8,0.535,55.5,0.508,15.5,16.7,17.4,14.2,0.763,9.1,12.1,67.4,7.8,6.9,23.2,22.8,0.72,0.5,10.6
Virginia,22.6,0.375,19.8,0.339,53,0.549,52.9,0.462,12.9,12.2,11.5,13.1,0.816,9.2,9.3,62.4,5.5,5.8,24,21.1,0.72,0.4,9.8
W Carolina,24.1,0.333,24.5,0.356,58.3,0.531,62.1,0.546,17.3,19.2,18.8,17.7,0.726,14.4,11.7,74.9,6.6,7.6,24.5,25.1,0.36,0.625,-2.7
W Illinois,22.6,0.318,20.1,0.395,61.8,0.446,58.8,0.518,20.2,20.7,22.5,22.8,0.717,12.8,11.9,75,9.8,6.9,25.1,27.2,0.286,0.2,-4.9
W Kentucky,18.5,0.345,23.2,0.364,56.3,0.499,59,0.46,14.1,17.6,20,13.2,0.788,14.2,13.1,71.1,8.9,7.3,25.9,21.2,0.724,0.692,3.5
W Michigan,21,0.332,23.9,0.32,55.1,0.49,61.6,0.515,16.7,15.5,13.4,16.1,0.659,14.4,9.7,69.1,7.3,9.2,24.1,25.1,0.2,0.333,-1.9
W Virginia,20.4,0.364,22.5,0.335,61.8,0.461,59.3,0.515,16.3,20.3,23.4,16.6,0.719,12,15,72.7,12,9.8,22.6,22.9,0.655,0.357,11.4
Wagner,18.4,0.318,20.6,0.345,60.3,0.497,51.8,0.493,20.3,16.6,16.9,23,0.718,12.3,14.2,69.6,10.6,7.7,21.9,21.7,0.65,0.857,-6.7
Wake Forest,25.7,0.351,20.1,0.383,55.8,0.459,55.1,0.527,16.3,14.8,15.9,17.7,0.722,13.5,12.1,69.1,7.2,7,21.8,24.7,0.238,0.4,7
Wash State,22.6,0.341,19,0.313,57,0.457,58,0.464,18.4,18.9,19.8,19,0.71,15.3,13,72.2,9.5,7.7,25.3,23,0.519,0.5,6.6
Washington,22.8,0.332,20.2,0.349,58.2,0.483,60.9,0.506,18.2,16.7,15.3,21.1,0.705,13.7,12.2,72.6,7,10,21.6,25,0.192,0.375,9
Weber State,20.7,0.366,20.3,0.352,56,0.573,57.6,0.483,16.7,19,20.6,18.6,0.779,12.3,13.6,72.3,5.8,7.6,24.6,21.6,0.7,0.4,-3.9
WI-Grn Bay,20.4,0.333,20.1,0.362,60.3,0.488,58.7,0.532,16.2,16.2,16.4,18.7,0.749,10.8,11.8,71.1,7.8,8.2,22,24.6,0.32,0.25,-3.7
WI-Milwkee,22,0.329,23,0.379,61.3,0.497,58.5,0.499,18.4,19.4,20.3,20.5,0.732,11.1,13.5,73.6,7.9,8.7,24.7,26.9,0.455,0.5,-4.2
*Wichita St,24,0.338,22.9,0.311,58.9,0.446,60.1,0.472,15.9,18.3,22.5,17.6,0.689,10.8,12.5,71,9.1,10.2,23.5,24.9,0.7,0.75,5.3
Winthrop,23.9,0.352,20.4,0.324,60.8,0.525,55.4,0.494,18.4,21,21.6,19,0.688,14,15.9,74.1,11.1,6.1,26.4,21.8,0.92,0.8,-4
Wisconsin,23.8,0.365,18.7,0.335,58.2,0.466,55.7,0.466,16.1,16.2,15.3,15.8,0.768,9,11.5,67.7,6.7,7.1,24.1,25.1,0.581,0.167,12.9
Wm & Mary,20.1,0.287,20.9,0.326,55.8,0.479,60.4,0.521,15.6,17.2,17.8,14.4,0.749,13.6,11.5,69.5,7.9,9.6,22.1,23.6,0.412,0.8,-2.6
Wofford,29.3,0.356,24.1,0.345,56.6,0.566,57.8,0.522,16.4,15.6,13.8,14.7,0.713,12.8,12.6,69.4,6.7,7.9,22.5,22.5,0.591,0.556,-0.1
Wright State,20.2,0.37,21,0.306,61.3,0.538,63.9,0.448,13.7,19.4,21.2,13.9,0.724,13.1,12.1,73.9,11,8.2,28.9,21.6,0.75,0,-3.5
Wyoming,28.2,0.357,18,0.33,57.7,0.539,58.1,0.544,18.7,19.5,20.4,19.7,0.719,11.2,12.8,72.2,6.7,7.8,23.4,25,0.56,0.556,0.1
Xavier,23.7,0.325,23.2,0.338,61.2,0.543,62.4,0.457,15.5,16.2,15.9,14.7,0.694,11.2,11.5,71.8,8.3,8.8,26.7,24.6,0.619,0.714,7.7
Yale,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Youngs St,22.3,0.309,22.6,0.364,61,0.501,58.8,0.541,16.7,17.3,19.3,15.4,0.725,11.7,13,70.7,11,8.4,21.9,23.6,0.478,0.375,-7.1
